Hora,Tempo_Segundos,Objective_HigherBound,Best_LowerBound,Gap_Percent,Pico_Y,Custo_Roteamento,Qtd_Entregas
3,10800.0,1.0192100304180018e6,860290.2203702922,15.592449574160186,123,1.0192100304180123e6,17952
6,21600.0,976369.016739001,860249.6254206701,11.892981990166065,106,976369.0167390084,17602
9,32400.0,964598.9264550013,860192.8111439968,10.823785145055844,104,964598.9264550079,17510
12,43200.0,960640.4478920015,860300.7052819601,10.445088256508843,112,960640.4478920042,17422
15,54000.0,954858.4096230012,860204.8909006887,9.912832915163179,108,954858.4096229991,17389
18,64800.0,953418.504589001,860703.8926546153,9.724440158034584,107,953418.5045889983,17365
21,75600.0,950861.9644160012,860176.6833404255,9.537165694841173,110,950861.9644159997,17334
24,86400.0,947467.6918290013,860411.0759735818,9.18834664297255,112,947467.6918289975,17302
