Hora,Tempo_s,Obj,Bound,Gap_Pct,Pico_Y,Total_X
3,10800.0,16856.0,16814.0,0.24916943521594684,184,16856
6,21600.0,16847.0,16816.0,0.18400902237787142,182,16847
