Dia_Inicio,Status,Tempo,Obj,Gap,Total_Entregas,Pico_Maximo
1,TIME_LIMIT,10843.0,452414.0960090009,0.06340642256923754,8910.0,478.0
77,MEMORY_LIMIT,4089.58,585143.09259,0.06727433381528103,11464.0,492.0
153,MEMORY_LIMIT,4188.81,592107.7960219997,0.05925089862763205,11615.0,526.0
229,MEMORY_LIMIT,9668.43,597404.759121,0.04717838465299625,11682.0,527.0
305,TIME_LIMIT,10810.21,413939.5011980005,0.034075220518255886,8105.0,592.0
