Posicao,ID_Beneficiario,Pessoas_Atendidas,Capacidade,Dias_Autonomia,Manancial_Alocado
818,3215,9,16.0,88.89,72
819,3207,9,16.0,88.89,31
820,1277,9,16.0,88.89,21
821,132,9,16.0,88.89,4
822,1273,9,16.0,88.89,53
823,2654,9,16.0,88.89,87
824,1361,9,16.0,88.89,43
825,1334,9,16.0,88.89,14
826,2617,9,16.0,88.89,9
827,770,9,16.0,88.89,12
828,768,9,16.0,88.89,14
829,1275,9,16.0,88.89,7
830,193,9,16.0,88.89,41
831,1694,9,16.0,88.89,26
832,2455,9,16.0,88.89,39
833,1693,9,16.0,88.89,79
834,2449,9,16.0,88.89,9
835,3151,9,16.0,88.89,35
836,3127,9,16.0,88.89,37
837,1651,9,16.0,88.89,41
838,2736,9,16.0,88.89,72
839,1393,9,16.0,88.89,21
840,849,9,16.0,88.89,35
841,866,9,16.0,88.89,91
842,2280,9,16.0,88.89,51
843,2595,9,16.0,88.89,15
844,3277,9,16.0,88.89,65
845,1109,9,16.0,88.89,15
846,2678,9,16.0,88.89,57
847,2680,9,16.0,88.89,3
848,2723,9,16.0,88.89,52
849,2689,9,16.0,88.89,35
850,2693,9,16.0,88.89,36
851,2253,9,16.0,88.89,14
852,1921,9,16.0,88.89,88
853,1645,9,16.0,88.89,11
854,2780,9,16.0,88.89,39
855,864,9,16.0,88.89,13
856,2561,9,16.0,88.89,50
857,2470,9,16.0,88.89,69
858,2491,9,16.0,88.89,42
859,2769,9,16.0,88.89,88
860,2204,9,16.0,88.89,70
861,2700,9,16.0,88.89,20
862,1613,9,16.0,88.89,16
863,1610,9,16.0,88.89,23
864,3051,9,16.0,88.89,57
865,1608,9,16.0,88.89,30
866,382,9,16.0,88.89,40
867,1572,9,16.0,88.89,27
868,2504,9,16.0,88.89,47
869,1236,9,16.0,88.89,12
870,2815,9,16.0,88.89,2
871,2501,9,16.0,88.89,4
872,2985,9,16.0,88.89,76
873,1569,9,16.0,88.89,74
874,434,9,16.0,88.89,72
875,3064,9,16.0,88.89,64
876,3084,9,16.0,88.89,4
877,1923,9,16.0,88.89,28
878,2972,9,16.0,88.89,82
879,2033,9,16.0,88.89,67
880,433,9,16.0,88.89,49
881,2062,9,16.0,88.89,17
882,462,9,16.0,88.89,27
883,2926,9,16.0,88.89,65
884,936,9,16.0,88.89,17
885,2055,9,16.0,88.89,72
886,481,9,16.0,88.89,21
887,474,9,16.0,88.89,8
888,2065,9,16.0,88.89,75
889,469,9,16.0,88.89,52
890,456,9,16.0,88.89,12
891,2519,9,16.0,88.89,80
892,553,9,16.0,88.89,27
893,955,18,32.0,88.89,90
894,577,9,16.0,88.89,4
895,2874,9,16.0,88.89,7
896,2517,9,16.0,88.89,13
897,591,9,16.0,88.89,46
898,504,9,16.0,88.89,75
899,1461,9,16.0,88.89,1
900,1129,9,16.0,88.89,85
901,1755,9,16.0,88.89,4
902,1848,9,16.0,88.89,91
903,1846,9,16.0,88.89,1
904,2303,9,16.0,88.89,34
905,2300,9,16.0,88.89,90
906,835,9,16.0,88.89,51
907,3255,9,16.0,88.89,34
908,15,9,16.0,88.89,5
909,1799,9,16.0,88.89,31
910,3099,30,52.0,86.67,12
911,1506,9,15.0,83.33,82
912,2758,18,30.0,83.33,83
913,1816,20,33.0,82.5,35
914,2405,10,16.4,82.0,56
915,47,10,16.0,80.0,33
916,81,10,16.0,80.0,82
917,13,10,16.0,80.0,26
918,1776,10,16.0,80.0,9
919,78,10,16.0,80.0,65
920,55,10,16.0,80.0,45
921,3264,10,16.0,80.0,4
922,1098,10,16.0,80.0,42
923,59,10,16.0,80.0,81
924,808,10,16.0,80.0,24
925,785,10,16.0,80.0,31
926,1845,10,16.0,80.0,67
927,2574,10,16.0,80.0,58
928,1828,10,16.0,80.0,48
929,85,10,16.0,80.0,9
930,22,10,16.0,80.0,82
931,2156,10,16.0,80.0,75
932,2157,10,16.0,80.0,1
933,2161,10,16.0,80.0,30
934,2143,10,16.0,80.0,33
935,3243,10,16.0,80.0,24
936,1485,10,16.0,80.0,33
937,2904,10,16.0,80.0,66
938,2907,10,16.0,80.0,39
939,471,10,16.0,80.0,27
940,472,10,16.0,80.0,71
941,512,10,16.0,80.0,75
942,2092,10,16.0,80.0,38
943,945,10,16.0,80.0,17
944,1451,10,16.0,80.0,5
945,1452,10,16.0,80.0,30
946,1453,10,16.0,80.0,75
947,1457,10,16.0,80.0,19
948,583,10,16.0,80.0,15
949,2861,10,16.0,80.0,17
950,2868,10,16.0,80.0,63
951,2878,10,16.0,80.0,29
952,569,10,16.0,80.0,13
953,2531,10,16.0,80.0,37
954,532,10,16.0,80.0,18
955,560,10,16.0,80.0,15
956,468,10,16.0,80.0,72
957,2072,10,16.0,80.0,21
958,2083,10,16.0,80.0,84
959,1517,10,16.0,80.0,38
960,2084,10,16.0,80.0,64
961,482,10,16.0,80.0,66
962,937,10,16.0,80.0,90
963,1230,10,16.0,80.0,57
964,2937,10,16.0,80.0,91
965,2921,10,16.0,80.0,68
966,2047,10,16.0,80.0,67
967,1527,10,16.0,80.0,7
968,2008,10,16.0,80.0,56
969,2020,10,16.0,80.0,20
970,2947,10,16.0,80.0,34
971,426,10,16.0,80.0,92
972,428,10,16.0,80.0,5
973,392,10,16.0,80.0,2
974,2950,10,16.0,80.0,73
975,2955,10,16.0,80.0,68
976,2956,10,16.0,80.0,91
977,2957,10,16.0,80.0,25
978,1983,10,16.0,80.0,87
979,391,10,16.0,80.0,92
980,2327,10,16.0,80.0,3
981,3260,10,16.0,80.0,72
982,4,10,16.0,80.0,9
983,1787,10,16.0,80.0,55
984,894,10,16.0,80.0,63
985,2497,10,16.0,80.0,18
986,2494,10,16.0,80.0,43
987,1256,10,16.0,80.0,74
988,2851,10,16.0,80.0,22
989,601,10,16.0,80.0,31
990,2196,10,16.0,80.0,80
991,1425,10,16.0,80.0,44
992,2848,10,16.0,80.0,72
993,2849,10,16.0,80.0,3
994,1260,10,16.0,80.0,28
995,904,10,16.0,80.0,56
996,2502,10,16.0,80.0,31
997,1583,10,16.0,80.0,89
998,2818,10,16.0,80.0,77
999,2808,10,16.0,80.0,23
1000,365,10,16.0,80.0,77
1001,3054,10,16.0,80.0,7
1002,332,10,16.0,80.0,25
1003,3037,10,16.0,80.0,22
1004,2341,10,16.0,80.0,83
1005,1194,10,16.0,80.0,68
1006,1609,10,16.0,80.0,39
1007,1924,10,16.0,80.0,44
1008,3039,10,16.0,80.0,40
1009,3077,10,16.0,80.0,42
1010,293,10,16.0,80.0,85
1011,298,10,16.0,80.0,43
1012,303,10,16.0,80.0,72
1013,3060,10,16.0,80.0,80
1014,379,10,16.0,80.0,77
1015,2178,10,16.0,80.0,4
1016,2487,10,16.0,80.0,1
1017,3067,10,16.0,80.0,90
1018,2745,10,16.0,80.0,69
1019,2475,10,16.0,80.0,71
1020,2756,10,16.0,80.0,81
1021,2250,10,16.0,80.0,44
1022,2214,10,16.0,80.0,11
1023,2788,10,16.0,80.0,65
1024,2770,10,16.0,80.0,3
1025,2776,10,16.0,80.0,40
1026,2778,10,16.0,80.0,28
1027,1916,10,16.0,80.0,46
1028,1918,10,16.0,80.0,2
1029,1624,10,16.0,80.0,7
1030,1630,10,16.0,80.0,54
1031,2241,10,16.0,80.0,53
1032,3137,10,16.0,80.0,40
1033,3123,10,16.0,80.0,34
1034,271,10,16.0,80.0,36
1035,2367,10,16.0,80.0,62
1036,2368,10,16.0,80.0,5
1037,2458,10,16.0,80.0,40
1038,1643,10,16.0,80.0,12
1039,2677,10,16.0,80.0,59
1040,2734,10,16.0,80.0,69
1041,2688,10,16.0,80.0,36
1042,2694,10,16.0,80.0,90
1043,2703,10,16.0,80.0,6
1044,677,10,16.0,80.0,29
1045,683,10,16.0,80.0,89
1046,1647,10,16.0,80.0,8
1047,385,10,16.0,80.0,13
1048,275,10,16.0,80.0,18
1049,1656,10,16.0,80.0,66
1050,1904,10,16.0,80.0,45
1051,1894,10,16.0,80.0,30
1052,3142,10,16.0,80.0,33
1053,3148,10,16.0,80.0,38
1054,1032,10,16.0,80.0,70
1055,1905,10,16.0,80.0,75
1056,1048,10,16.0,80.0,68
1057,1054,10,16.0,80.0,6
1058,1167,10,16.0,80.0,31
1059,3155,10,16.0,80.0,88
1060,3188,10,16.0,80.0,6
1061,3175,10,16.0,80.0,29
1062,3179,10,16.0,80.0,17
1063,1047,10,16.0,80.0,3
1064,198,10,16.0,80.0,56
1065,210,10,16.0,80.0,74
1066,1698,10,16.0,80.0,68
1067,2372,10,16.0,80.0,31
1068,2382,10,16.0,80.0,92
1069,767,10,16.0,80.0,65
1070,2618,10,16.0,80.0,20
1071,1360,10,16.0,80.0,61
1072,2624,10,16.0,80.0,47
1073,748,15,24.0,80.0,84
1074,1274,10,16.0,80.0,75
1075,1276,10,16.0,80.0,59
1076,2383,10,16.0,80.0,91
1077,2387,10,16.0,80.0,16
1078,166,10,16.0,80.0,37
1079,3181,10,16.0,80.0,27
1080,168,10,16.0,80.0,8
1081,3222,10,16.0,80.0,91
1082,1706,10,16.0,80.0,2
1083,162,10,16.0,80.0,61
1084,1147,10,16.0,80.0,60
1085,3233,10,16.0,80.0,73
1086,7,10,16.0,80.0,51
1087,3212,10,16.0,80.0,90
1088,2,10,16.0,80.0,36
1089,1,10,16.0,80.0,31
1090,789,10,16.0,80.0,11
1091,791,10,16.0,80.0,81
1092,2608,10,16.0,80.0,92
1093,2611,10,16.0,80.0,50
1094,1296,10,16.0,80.0,5
1095,9,10,16.0,80.0,52
1096,119,10,16.0,80.0,68
1097,128,10,16.0,80.0,46
1098,1720,10,16.0,80.0,91
1099,1858,10,16.0,80.0,27
1100,18,10,16.0,80.0,41
1101,24,10,16.0,80.0,75
1102,28,10,16.0,80.0,61
1103,1841,10,16.0,80.0,42
1104,2600,10,16.0,80.0,91
1105,813,10,16.0,80.0,56
1106,2394,10,16.0,80.0,26
1107,1308,10,16.0,80.0,75
1108,2402,10,16.0,80.0,84
1109,1819,10,16.0,80.0,83
1110,1823,10,16.0,80.0,27
1111,1773,10,16.0,80.0,61
1112,3136,7,11.0,78.57,5
1113,1402,16,25.0,78.12,20
1114,1525,31,48.0,77.42,53
1115,957,13,20.0,76.92,68
1116,2332,8,12.0,75.0,48
1117,2297,18,27.0,75.0,47
1118,517,8,12.0,75.0,24
1119,2336,8,12.0,75.0,71
1120,3267,11,16.0,72.73,64
1121,63,11,16.0,72.73,92
1122,65,11,16.0,72.73,44
1123,1646,11,16.0,72.73,87
1124,300,11,16.0,72.73,11
1125,2373,11,16.0,72.73,1
1126,2420,11,16.0,72.73,88
1127,1091,11,16.0,72.73,65
1128,2826,11,16.0,72.73,4
1129,2789,11,16.0,72.73,3
1130,1634,11,16.0,72.73,46
1131,3180,11,16.0,72.73,11
1132,3176,11,16.0,72.73,34
1133,1820,11,16.0,72.73,90
1134,1821,11,16.0,72.73,5
1135,36,11,16.0,72.73,2
1136,3313,11,16.0,72.73,80
1137,2185,11,16.0,72.73,55
1138,3286,11,16.0,72.73,45
1139,113,11,16.0,72.73,70
1140,106,11,16.0,72.73,21
1141,2730,11,16.0,72.73,88
1142,2692,11,16.0,72.73,34
1143,1348,11,16.0,72.73,1
1144,762,11,16.0,72.73,18
1145,754,11,16.0,72.73,36
1146,2616,11,16.0,72.73,31
1147,2261,11,16.0,72.73,49
1148,330,11,16.0,72.73,40
1149,3048,11,16.0,72.73,70
1150,3045,11,16.0,72.73,33
1151,2515,11,16.0,72.73,74
1152,1025,11,16.0,72.73,20
1153,1023,11,16.0,72.73,10
1154,753,11,16.0,72.73,2
1155,1200,11,16.0,72.73,66
1156,1089,11,16.0,72.73,4
1157,2825,11,16.0,72.73,18
1158,576,11,16.0,72.73,81
1159,2844,11,16.0,72.73,81
1160,2842,11,16.0,72.73,78
1161,621,11,16.0,72.73,79
1162,602,11,16.0,72.73,14
1163,774,11,16.0,72.73,82
1164,2584,11,16.0,72.73,37
1165,2459,11,16.0,72.73,9
1166,1156,11,16.0,72.73,63
1167,2363,11,16.0,72.73,6
1168,3191,11,16.0,72.73,53
1169,1419,11,16.0,72.73,52
1170,3106,11,16.0,72.73,84
1171,992,11,16.0,72.73,1
1172,1229,11,16.0,72.73,42
1173,344,11,16.0,72.73,84
1174,3000,11,16.0,72.73,8
1175,1730,11,16.0,72.73,41
1176,1606,11,16.0,72.73,63
1177,1697,11,16.0,72.73,27
1178,376,11,16.0,72.73,72
1179,790,11,16.0,72.73,91
1180,2593,11,16.0,72.73,23
1181,1326,11,16.0,72.73,55
1182,1962,11,16.0,72.73,4
1183,399,11,16.0,72.73,20
1184,2581,11,16.0,72.73,6
1185,2597,11,16.0,72.73,53
1186,1217,11,16.0,72.73,68
1187,175,11,16.0,72.73,31
1188,1835,11,16.0,72.73,34
1189,1211,11,16.0,72.73,89
1190,2508,11,16.0,72.73,88
1191,2150,11,16.0,72.73,82
1192,1484,11,16.0,72.73,78
1193,1701,11,16.0,72.73,44
1194,3041,11,16.0,72.73,81
1195,804,11,16.0,72.73,67
1196,2578,11,16.0,72.73,64
1197,1498,11,16.0,72.73,26
1198,1867,11,16.0,72.73,78
1199,1862,11,16.0,72.73,5
1200,1991,11,16.0,72.73,33
1201,1987,11,16.0,72.73,42
1202,1699,11,16.0,72.73,62
1203,1974,11,16.0,72.73,27
1204,3249,11,16.0,72.73,65
1205,2520,11,16.0,72.73,21
1206,1295,11,16.0,72.73,84
1207,2316,11,16.0,72.73,54
1208,2314,11,16.0,72.73,15
1209,2525,11,16.0,72.73,36
1210,1495,11,16.0,72.73,56
1211,467,11,16.0,72.73,54
1212,918,11,16.0,72.73,27
1213,1255,11,16.0,72.73,88
1214,914,11,16.0,72.73,88
1215,872,11,16.0,72.73,31
1216,3219,11,16.0,72.73,31
1217,432,11,16.0,72.73,84
1218,1492,11,16.0,72.73,8
1219,892,11,16.0,72.73,26
1220,1279,11,16.0,72.73,1
1221,2025,11,16.0,72.73,35
1222,927,11,16.0,72.73,16
1223,1805,11,16.0,72.73,36
1224,2410,11,16.0,72.73,75
1225,1131,11,16.0,72.73,91
1226,1788,11,16.0,72.73,44
1227,1128,11,16.0,72.73,60
1228,2784,11,16.0,72.73,87
1229,686,11,16.0,72.73,50
1230,2739,11,16.0,72.73,18
1231,2249,11,16.0,72.73,6
1232,3241,11,16.0,72.73,81
1233,1132,11,16.0,72.73,5
1234,3297,11,16.0,72.73,82
1235,1117,14,20.0,71.43,1
1236,676,7,10.0,71.43,71
1237,2231,14,20.0,71.43,25
1238,926,7,10.0,71.43,27
1239,1020,7,10.0,71.43,80
1240,114,10,14.0,70.0,68
1241,3261,50,70.0,70.0,19
1242,681,8,11.0,68.75,34
1243,3158,8,11.0,68.75,46
1244,3234,12,16.0,66.67,33
1245,2749,12,16.0,66.67,84
1246,237,12,16.0,66.67,27
1247,3253,12,16.0,66.67,61
1248,2413,12,16.0,66.67,48
1249,77,12,16.0,66.67,78
1250,1775,12,16.0,66.67,92
1251,1675,12,16.0,66.67,31
1252,1679,12,16.0,66.67,82
1253,1134,12,16.0,66.67,5
1254,2022,12,16.0,66.67,2
1255,900,12,16.0,66.67,79
1256,2542,12,16.0,66.67,65
1257,1884,12,16.0,66.67,92
1258,3240,6,8.0,66.67,7
1259,2071,12,16.0,66.67,11
1260,898,12,16.0,66.67,87
1261,455,12,16.0,66.67,46
1262,1516,12,16.0,66.67,55
1263,505,12,16.0,66.67,55
1264,514,12,16.0,66.67,19
1265,1234,12,16.0,66.67,79
1266,453,12,16.0,66.67,20
1267,956,12,16.0,66.67,17
1268,874,12,16.0,66.67,91
1269,1267,12,16.0,66.67,92
1270,922,12,16.0,66.67,75
1271,2056,12,16.0,66.67,88
1272,442,12,16.0,66.67,13
1273,448,12,16.0,66.67,27
1274,497,12,16.0,66.67,7
1275,1284,12,16.0,66.67,15
1276,1297,12,16.0,66.67,46
1277,838,12,16.0,66.67,60
1278,485,12,16.0,66.67,43
1279,2095,15,20.0,66.67,89
1280,2098,12,16.0,66.67,10
1281,2112,12,16.0,66.67,55
1282,1497,12,16.0,66.67,89
1283,1972,12,16.0,66.67,60
1284,3250,12,16.0,66.67,81
1285,84,9,12.0,66.67,85
1286,69,12,16.0,66.67,71
1287,1249,12,16.0,66.67,9
1288,1224,12,16.0,66.67,74
1289,944,12,16.0,66.67,37
1290,2318,12,16.0,66.67,48
1291,1708,12,16.0,66.67,26
1292,1863,12,16.0,66.67,92
1293,1868,12,16.0,66.67,42
1294,2588,12,16.0,66.67,37
1295,2307,12,16.0,66.67,2
1296,1301,12,16.0,66.67,25
1297,1307,12,16.0,66.67,4
1298,2312,12,16.0,66.67,79
1299,2906,12,16.0,66.67,51
1300,2913,12,16.0,66.67,90
1301,535,12,16.0,66.67,28
1302,871,12,16.0,66.67,39
1303,317,12,16.0,66.67,8
1304,2507,12,16.0,66.67,18
1305,1758,12,16.0,66.67,27
1306,179,12,16.0,66.67,66
1307,1979,12,16.0,66.67,4
1308,1989,12,16.0,66.67,32
1309,393,12,16.0,66.67,28
1310,807,12,16.0,66.67,26
1311,2313,12,16.0,66.67,55
1312,2163,12,16.0,66.67,81
1313,2591,12,16.0,66.67,13
1314,2612,12,16.0,66.67,89
1315,1444,12,16.0,66.67,16
1316,100,12,16.0,66.67,73
1317,1850,12,16.0,66.67,54
1318,1856,12,16.0,66.67,87
1319,1721,12,16.0,66.67,74
1320,3031,12,16.0,66.67,30
1321,970,12,16.0,66.67,58
1322,2518,12,16.0,66.67,83
1323,2496,12,16.0,66.67,90
1324,940,12,16.0,66.67,59
1325,2607,12,16.0,66.67,3
1326,1939,12,16.0,66.67,65
1327,760,12,16.0,66.67,72
1328,2667,12,16.0,66.67,12
1329,2841,12,16.0,66.67,25
1330,782,12,16.0,66.67,29
1331,573,12,16.0,66.67,43
1332,2853,9,12.0,66.67,20
1333,1196,12,16.0,66.67,58
1334,3076,12,16.0,66.67,41
1335,1197,12,16.0,66.67,39
1336,2481,12,16.0,66.67,10
1337,2483,12,16.0,66.67,77
1338,2473,12,16.0,66.67,22
1339,2476,12,16.0,66.67,14
1340,2857,12,16.0,66.67,80
1341,2884,12,16.0,66.67,74
1342,2679,12,16.0,66.67,9
1343,2268,12,16.0,66.67,79
1344,746,12,16.0,66.67,92
1345,688,12,16.0,66.67,38
1346,2705,12,16.0,66.67,62
1347,2615,12,16.0,66.67,85
1348,2269,12,16.0,66.67,87
1349,2273,12,16.0,66.67,14
1350,2601,12,16.0,66.67,57
1351,2603,12,16.0,66.67,67
1352,73,12,16.0,66.67,55
1353,1735,12,16.0,66.67,65
1354,101,12,16.0,66.67,16
1355,107,12,16.0,66.67,35
1356,620,12,16.0,66.67,85
1357,2197,12,16.0,66.67,33
1358,634,12,16.0,66.67,61
1359,636,12,16.0,66.67,27
1360,2806,12,16.0,66.67,83
1361,1892,12,16.0,66.67,90
1362,234,12,16.0,66.67,62
1363,3189,12,16.0,66.67,45
1364,2358,12,16.0,66.67,19
1365,2362,12,16.0,66.67,60
1366,1158,12,16.0,66.67,51
1367,1029,12,16.0,66.67,50
1368,1043,12,16.0,66.67,92
1369,2451,12,16.0,66.67,1
1370,2453,12,16.0,66.67,25
1371,2380,12,16.0,66.67,7
1372,1203,12,16.0,66.67,34
1373,3144,12,16.0,66.67,78
1374,1648,12,16.0,66.67,85
1375,1910,12,16.0,66.67,66
1376,1667,12,16.0,66.67,40
1377,2183,12,16.0,66.67,6
1378,1111,12,16.0,66.67,61
1379,2388,12,16.0,66.67,81
1380,1825,12,16.0,66.67,26
1381,1826,12,16.0,66.67,57
1382,42,12,16.0,66.67,56
1383,3269,12,16.0,66.67,76
1384,67,12,16.0,66.67,77
1385,1108,12,16.0,66.67,90
1386,5,12,16.0,66.67,61
1387,1145,19,25.0,65.79,62
1388,3083,40,52.0,65.0,28
1389,184,47,60.0,63.83,24
1390,1114,12,15.0,62.5,66
1391,1017,8,10.0,62.5,22
1392,1882,8,10.0,62.5,3
1393,2299,24,30.0,62.5,46
1394,1014,8,10.0,62.5,76
1395,678,13,16.0,61.54,59
1396,2704,13,16.0,61.54,92
1397,2243,13,16.0,61.54,54
1398,2805,13,16.0,61.54,32
1399,2879,13,16.0,61.54,38
1400,2190,13,16.0,61.54,81
1401,2676,13,16.0,61.54,46
1402,2614,13,16.0,61.54,67
1403,3182,13,16.0,61.54,22
1404,1041,13,16.0,61.54,28
1405,2415,13,16.0,61.54,6
1406,1044,13,16.0,61.54,25
1407,12,13,16.0,61.54,84
1408,1551,13,16.0,61.54,73
1409,1891,13,16.0,61.54,83
1410,3154,13,16.0,61.54,10
1411,3055,13,16.0,61.54,79
1412,1133,13,16.0,61.54,43
1413,3187,13,16.0,61.54,38
1414,2666,13,16.0,61.54,41
1415,1227,13,16.0,61.54,90
1416,939,13,16.0,61.54,13
1417,856,13,16.0,61.54,86
1418,985,13,16.0,61.54,83
1419,97,13,16.0,61.54,53
1420,921,13,16.0,61.54,41
1421,386,13,16.0,61.54,73
1422,1280,13,16.0,61.54,6
1423,845,13,16.0,61.54,5
1424,1536,13,16.0,61.54,11
1425,877,13,16.0,61.54,65
1426,2082,13,16.0,61.54,11
1427,843,13,16.0,61.54,2
1428,2070,13,16.0,61.54,15
1429,842,13,16.0,61.54,82
1430,515,13,16.0,61.54,44
1431,555,13,16.0,61.54,50
1432,815,13,16.0,61.54,47
1433,2148,13,16.0,61.54,58
1434,2905,13,16.0,61.54,47
1435,1604,13,16.0,61.54,87
1436,2354,13,16.0,61.54,51
1437,1468,13,16.0,61.54,11
1438,2580,13,16.0,61.54,13
1439,3028,13,16.0,61.54,3
1440,2590,13,16.0,61.54,19
1441,2170,13,16.0,61.54,16
1442,586,13,16.0,61.54,8
1443,1772,13,16.0,61.54,37
1444,1763,13,16.0,61.54,28
1445,2064,13,16.0,61.54,33
1446,444,13,16.0,61.54,1
1447,367,13,16.0,61.54,81
1448,397,13,16.0,61.54,45
1449,2973,13,16.0,61.54,27
1450,2509,13,16.0,61.54,25
1451,1562,13,16.0,61.54,63
1452,357,13,16.0,61.54,7
1453,1251,13,16.0,61.54,85
1454,1771,13,16.0,61.54,68
1455,2422,13,16.0,61.54,37
1456,1822,13,16.0,61.54,24
1457,2762,13,16.0,61.54,28
1458,1126,13,16.0,61.54,53
1459,1155,13,16.0,61.54,84
1460,1150,13,16.0,61.54,74
1461,1874,10,12.0,60.0,59
1462,3140,10,12.0,60.0,75
1463,49,15,18.0,60.0,6
1464,2885,10,12.0,60.0,3
1465,1971,21,25.0,59.52,21
1466,220,44,52.0,59.09,83
1467,986,17,20.0,58.82,23
1468,1621,14,16.0,57.14,91
1469,2461,14,16.0,57.14,15
1470,3190,14,16.0,57.14,92
1471,1686,14,16.0,57.14,3
1472,183,14,16.0,57.14,2
1473,689,14,16.0,57.14,76
1474,684,14,16.0,57.14,17
1475,2718,14,16.0,57.14,91
1476,1355,14,16.0,57.14,19
1477,2186,14,16.0,57.14,85
1478,1746,14,16.0,57.14,84
1479,1104,14,16.0,57.14,59
1480,3274,14,16.0,57.14,2
1481,1897,14,16.0,57.14,50
1482,1896,14,16.0,57.14,45
1483,233,14,16.0,57.14,7
1484,3072,14,16.0,57.14,70
1485,1622,14,16.0,57.14,38
1486,3112,14,16.0,57.14,35
1487,2379,14,16.0,57.14,3
1488,1069,14,16.0,57.14,30
1489,3059,14,16.0,57.14,47
1490,1057,14,16.0,57.14,90
1491,1428,14,16.0,57.14,35
1492,1051,14,16.0,57.14,59
1493,2674,14,16.0,57.14,67
1494,2271,14,16.0,57.14,3
1495,1738,14,16.0,57.14,63
1496,1911,14,16.0,57.14,60
1497,1642,14,16.0,57.14,38
1498,3252,14,16.0,57.14,77
1499,2448,14,16.0,57.14,88
1500,2446,14,16.0,57.14,77
1501,2690,14,16.0,57.14,26
1502,2665,14,16.0,57.14,12
1503,1409,14,16.0,57.14,57
1504,2777,14,16.0,57.14,56
1505,557,14,16.0,57.14,49
1506,563,14,16.0,57.14,55
1507,2169,14,16.0,57.14,44
1508,1329,14,16.0,57.14,37
1509,2289,14,16.0,57.14,44
1510,321,14,16.0,57.14,23
1511,2533,14,16.0,57.14,66
1512,454,14,16.0,57.14,46
1513,889,14,16.0,57.14,12
1514,1261,14,16.0,57.14,46
1515,1298,14,16.0,57.14,47
1516,542,14,16.0,57.14,81
1517,523,14,16.0,57.14,90
1518,848,14,16.0,57.14,19
1519,579,14,16.0,57.14,2
1520,2908,14,16.0,57.14,11
1521,1480,14,16.0,57.14,40
1522,1705,14,16.0,57.14,89
1523,1311,14,16.0,57.14,43
1524,2310,14,16.0,57.14,86
1525,1278,14,16.0,57.14,46
1526,850,14,16.0,57.14,69
1527,3032,14,16.0,57.14,22
1528,2911,14,16.0,57.14,26
1529,1487,14,16.0,57.14,77
1530,2855,14,16.0,57.14,81
1531,801,14,16.0,57.14,5
1532,811,14,16.0,57.14,78
1533,2871,14,16.0,57.14,36
1534,131,14,16.0,57.14,88
1535,2587,14,16.0,57.14,34
1536,1719,14,16.0,57.14,1
1537,2343,14,16.0,57.14,1
1538,314,14,16.0,57.14,67
1539,1947,14,16.0,57.14,63
1540,1937,14,16.0,57.14,17
1541,1933,14,16.0,57.14,36
1542,3034,14,16.0,57.14,1
1543,1829,14,16.0,57.14,8
1544,1833,14,16.0,57.14,39
1545,151,14,16.0,57.14,63
1546,412,14,16.0,57.14,75
1547,464,14,16.0,57.14,31
1548,2010,14,16.0,57.14,42
1549,443,14,16.0,57.14,38
1550,925,14,16.0,57.14,19
1551,2011,14,16.0,57.14,64
1552,2556,14,16.0,57.14,90
1553,2551,14,16.0,57.14,10
1554,361,14,16.0,57.14,42
1555,1241,14,16.0,57.14,1
1556,1836,14,16.0,57.14,80
1557,2032,14,16.0,57.14,74
1558,2017,14,16.0,57.14,75
1559,2503,14,16.0,57.14,56
1560,383,14,16.0,57.14,20
1561,1887,14,16.0,57.14,67
1562,943,14,16.0,57.14,45
1563,1233,14,16.0,57.14,43
1564,1711,14,16.0,57.14,35
1565,431,14,16.0,57.14,90
1566,424,14,16.0,57.14,9
1567,2512,14,16.0,57.14,17
1568,3153,14,16.0,57.14,42
1569,1225,14,16.0,57.14,9
1570,1148,14,16.0,57.14,63
1571,2761,14,16.0,57.14,11
1572,1794,14,16.0,57.14,30
1573,1790,14,16.0,57.14,13
1574,1123,14,16.0,57.14,60
1575,3167,8,9.0,56.25,42
1576,829,28,31.0,55.36,64
1577,2251,22,24.0,54.55,6
1578,3245,15,16.0,53.33,42
1579,2752,15,16.0,53.33,71
1580,2411,15,16.0,53.33,82
1581,2426,15,16.0,53.33,57
1582,1890,15,16.0,53.33,7
1583,213,15,16.0,53.33,14
1584,1120,15,16.0,53.33,60
1585,1803,15,16.0,53.33,51
1586,421,15,16.0,53.33,16
1587,425,15,16.0,53.33,1
1588,1709,15,16.0,53.33,61
1589,44,15,16.0,53.33,6
1590,3213,15,16.0,53.33,75
1591,3221,15,16.0,53.33,54
1592,1232,15,16.0,53.33,61
1593,1757,15,16.0,53.33,69
1594,1759,15,16.0,53.33,57
1595,1834,15,16.0,53.33,84
1596,3204,15,16.0,53.33,64
1597,2975,15,16.0,53.33,47
1598,415,15,16.0,53.33,80
1599,1538,15,16.0,53.33,27
1600,2015,15,16.0,53.33,91
1601,1839,15,16.0,53.33,63
1602,363,15,16.0,53.33,17
1603,366,15,16.0,53.33,9
1604,1584,15,16.0,53.33,22
1605,1714,15,16.0,53.33,44
1606,381,15,16.0,53.33,53
1607,3029,15,16.0,53.33,32
1608,2500,15,16.0,53.33,16
1609,2492,15,16.0,53.33,92
1610,2535,15,16.0,53.33,55
1611,2079,15,16.0,53.33,44
1612,2081,15,16.0,53.33,86
1613,935,15,16.0,53.33,87
1614,506,15,16.0,53.33,78
