Posicao,ID_Beneficiario,Pessoas_Atendidas,Capacidade,Dias_Autonomia,Manancial_Alocado
1615,2948,15,16.0,53.33,64
1616,521,15,16.0,53.33,46
1617,954,15,16.0,53.33,11
1618,2919,15,16.0,53.33,54
1619,851,15,16.0,53.33,57
1620,1310,15,16.0,53.33,42
1621,821,15,16.0,53.33,39
1622,1700,15,16.0,53.33,92
1623,500,15,16.0,53.33,34
1624,1488,15,16.0,53.33,6
1625,1286,15,16.0,53.33,64
1626,1938,15,16.0,53.33,24
1627,354,15,16.0,53.33,90
1628,1605,15,16.0,53.33,59
1629,2340,15,16.0,53.33,78
1630,765,15,16.0,53.33,4
1631,1463,15,16.0,53.33,38
1632,1464,15,16.0,53.33,38
1633,1471,15,16.0,53.33,19
1634,123,15,16.0,53.33,7
1635,124,15,16.0,53.33,51
1636,1851,15,16.0,53.33,92
1637,1303,15,16.0,53.33,75
1638,584,15,16.0,53.33,80
1639,595,15,16.0,53.33,60
1640,554,15,16.0,53.33,2
1641,1024,15,16.0,53.33,36
1642,319,15,16.0,53.33,55
1643,152,15,16.0,53.33,51
1644,2465,15,16.0,53.33,1
1645,1034,15,16.0,53.33,49
1646,2339,15,16.0,53.33,37
1647,3177,15,16.0,53.33,84
1648,265,15,16.0,53.33,1
1649,274,15,16.0,53.33,20
1650,1629,15,16.0,53.33,38
1651,3090,15,16.0,53.33,21
1652,278,15,16.0,53.33,13
1653,283,15,16.0,53.33,38
1654,1078,15,16.0,53.33,63
1655,1049,15,16.0,53.33,74
1656,2720,15,16.0,53.33,31
1657,2726,15,16.0,53.33,10
1658,1333,15,16.0,53.33,18
1659,2188,15,16.0,53.33,53
1660,2195,15,16.0,53.33,86
1661,597,15,16.0,53.33,38
1662,581,15,16.0,53.33,91
1663,1458,15,16.0,53.33,32
1664,1459,15,16.0,53.33,77
1665,2432,15,16.0,53.33,5
1666,2436,15,16.0,53.33,82
1667,1649,15,16.0,53.33,92
1668,248,15,16.0,53.33,52
1669,258,15,16.0,53.33,80
1670,3126,15,16.0,53.33,24
1671,3129,15,16.0,53.33,63
1672,1737,15,16.0,53.33,50
1673,108,15,16.0,53.33,20
1674,617,15,16.0,53.33,91
1675,1414,15,16.0,53.33,78
1676,1421,15,16.0,53.33,16
1677,2795,15,16.0,53.33,13
1678,2796,15,16.0,53.33,47
1679,629,15,16.0,53.33,55
1680,2629,15,16.0,53.33,6
1681,679,15,16.0,53.33,25
1682,2202,15,16.0,53.33,85
1683,2781,15,16.0,53.33,12
1684,651,15,16.0,53.33,63
1685,655,15,16.0,53.33,39
1686,2833,15,16.0,53.33,27
1687,2685,15,16.0,53.33,53
1688,1665,15,16.0,53.33,1
1689,1902,15,16.0,53.33,36
1690,3138,15,16.0,53.33,6
1691,3139,15,16.0,53.33,26
1692,3143,15,16.0,53.33,12
1693,83,15,16.0,53.33,92
1694,2440,15,16.0,53.33,11
1695,14,15,16.0,53.33,90
1696,3275,15,16.0,53.33,55
1697,27,15,16.0,53.33,48
1698,17,15,16.0,53.33,4
1699,3310,15,16.0,53.33,1
1700,1115,15,16.0,53.33,77
1701,3289,15,16.0,53.33,84
1702,2647,8,8.5,53.12,63
1703,1726,41,43.0,52.44,78
1704,1814,16,16.0,50.0,6
1705,1101,16,16.0,50.0,56
1706,1677,16,16.0,50.0,73
1707,202,16,16.0,50.0,25
1708,196,16,16.0,50.0,57
1709,3,16,16.0,50.0,59
1710,3174,16,16.0,50.0,58
1711,3131,16,16.0,50.0,91
1712,3152,10,10.0,50.0,67
1713,3093,16,16.0,50.0,61
1714,3178,16,16.0,50.0,13
1715,1879,16,16.0,50.0,56
1716,324,16,16.0,50.0,25
1717,1895,16,16.0,50.0,64
1718,1611,16,16.0,50.0,6
1719,3063,16,16.0,50.0,30
1720,3013,16,16.0,50.0,1
1721,1951,16,16.0,50.0,83
1722,3033,16,16.0,50.0,72
1723,3030,16,16.0,50.0,46
1724,2996,16,16.0,50.0,19
1725,384,16,16.0,50.0,29
1726,405,16,16.0,50.0,86
1727,2951,16,16.0,50.0,1
1728,1990,16,16.0,50.0,13
1729,1985,16,16.0,50.0,82
1730,1710,16,16.0,50.0,81
1731,427,16,16.0,50.0,64
1732,1543,16,16.0,50.0,26
1733,320,16,16.0,50.0,46
1734,1113,16,16.0,50.0,59
1735,2009,16,16.0,50.0,29
1736,2026,16,16.0,50.0,16
1737,2046,16,16.0,50.0,45
1738,2054,16,16.0,50.0,74
1739,2076,16,16.0,50.0,67
1740,525,16,16.0,50.0,26
1741,520,16,16.0,50.0,33
1742,1532,16,16.0,50.0,49
1743,2093,16,16.0,50.0,60
1744,2149,14,14.0,50.0,52
1745,2144,20,20.0,50.0,20
1746,130,16,16.0,50.0,91
1747,126,16,16.0,50.0,50
1748,2889,16,16.0,50.0,23
1749,562,16,16.0,50.0,55
1750,477,16,16.0,50.0,92
1751,2856,12,12.0,50.0,13
1752,2854,16,16.0,50.0,84
1753,2873,22,22.0,50.0,4
1754,2836,16,16.0,50.0,58
1755,638,16,16.0,50.0,17
1756,2744,10,10.0,50.0,1
1757,2742,16,16.0,50.0,5
1758,1400,16,16.0,50.0,8
1759,1396,16,16.0,50.0,90
1760,1382,16,16.0,50.0,4
1761,2760,16,16.0,50.0,81
1762,2755,16,16.0,50.0,2
1763,118,16,16.0,50.0,79
1764,2664,16,16.0,50.0,66
1765,2721,16,16.0,50.0,66
1766,561,16,16.0,50.0,29
1767,1365,16,16.0,50.0,55
1768,2622,16,16.0,50.0,84
1769,2265,16,16.0,50.0,64
1770,1354,16,16.0,50.0,28
1771,771,16,16.0,50.0,61
1772,819,16,16.0,50.0,18
1773,1321,16,16.0,50.0,11
1774,809,16,16.0,50.0,2
1775,853,16,16.0,50.0,13
1776,913,16,16.0,50.0,23
1777,903,16,16.0,50.0,84
1778,2516,16,16.0,50.0,43
1779,1221,20,20.0,50.0,28
1780,1247,16,16.0,50.0,20
1781,88,12,12.0,50.0,41
1782,1205,16,16.0,50.0,49
1783,961,16,16.0,50.0,18
1784,960,16,16.0,50.0,73
1785,2329,16,16.0,50.0,69
1786,2325,16,16.0,50.0,47
1787,1219,8,8.0,50.0,66
1788,976,16,16.0,50.0,90
1789,2437,16,16.0,50.0,19
1790,1062,16,16.0,50.0,1
1791,2433,16,16.0,50.0,10
1792,2431,16,16.0,50.0,50
1793,1164,16,16.0,50.0,6
1794,1052,16,16.0,50.0,90
1795,2443,10,10.0,50.0,68
1796,3259,16,16.0,50.0,6
1797,1753,16,16.0,50.0,87
1798,2392,16,16.0,50.0,83
1799,1192,17,16.0,47.06,2
1800,1096,17,16.0,47.06,92
1801,16,17,16.0,47.06,42
1802,35,17,16.0,47.06,85
1803,1102,17,16.0,47.06,90
1804,2090,17,16.0,47.06,1
1805,2803,17,16.0,47.06,22
1806,628,17,16.0,47.06,42
1807,2810,17,16.0,47.06,19
1808,201,17,16.0,47.06,5
1809,1300,17,16.0,47.06,3
1810,1770,17,16.0,47.06,74
1811,2767,17,16.0,47.06,28
1812,2779,17,16.0,47.06,78
1813,2899,17,16.0,47.06,4
1814,2063,17,16.0,47.06,10
1815,2074,17,16.0,47.06,45
1816,2049,17,16.0,47.06,46
1817,1530,17,16.0,47.06,52
1818,685,17,16.0,47.06,90
1819,2754,17,16.0,47.06,78
1820,1482,17,16.0,47.06,50
1821,695,17,16.0,47.06,87
1822,2021,17,16.0,47.06,85
1823,1865,17,16.0,47.06,57
1824,1376,17,16.0,47.06,73
1825,2262,17,16.0,47.06,63
1826,2464,17,16.0,47.06,13
1827,2914,17,16.0,47.06,26
1828,479,17,16.0,47.06,41
1829,1563,17,16.0,47.06,64
1830,2040,17,16.0,47.06,66
1831,2959,17,16.0,47.06,24
1832,698,17,16.0,47.06,87
1833,1454,17,16.0,47.06,10
1834,716,17,16.0,47.06,91
1835,2978,17,16.0,47.06,88
1836,2709,17,16.0,47.06,89
1837,1299,17,16.0,47.06,52
1838,973,17,16.0,47.06,76
1839,1875,17,16.0,47.06,66
1840,249,17,16.0,47.06,86
1841,331,17,16.0,47.06,8
1842,2673,17,16.0,47.06,79
1843,2609,17,16.0,47.06,45
1844,1954,17,16.0,47.06,5
1845,2408,17,16.0,47.06,77
1846,787,17,16.0,47.06,30
1847,2627,17,16.0,47.06,63
1848,841,17,16.0,47.06,17
1849,2565,17,16.0,47.06,54
1850,823,17,16.0,47.06,30
1851,2586,17,16.0,47.06,81
1852,920,17,16.0,47.06,25
1853,899,17,16.0,47.06,79
1854,1900,17,16.0,47.06,5
1855,1888,17,16.0,47.06,3
1856,972,17,16.0,47.06,85
1857,1623,17,16.0,47.06,91
1858,1628,17,16.0,47.06,90
1859,3101,17,16.0,47.06,30
1860,3108,17,16.0,47.06,68
1861,1374,17,16.0,47.06,69
1862,1781,17,16.0,47.06,83
1863,1140,17,16.0,47.06,80
1864,2835,17,16.0,47.06,43
1865,38,17,16.0,47.06,51
1866,1798,17,16.0,47.06,35
1867,3276,17,16.0,47.06,10
1868,3003,12,11.0,45.83,18
1869,2852,11,10.0,45.45,22
1870,1389,50,45.0,45.0,41
1871,1331,10,9.0,45.0,68
1872,2550,10,9.0,45.0,19
1873,1782,18,16.0,44.44,87
1874,1914,18,16.0,44.44,86
1875,613,18,16.0,44.44,64
1876,614,18,16.0,44.44,87
1877,1786,18,16.0,44.44,21
1878,1512,18,16.0,44.44,65
1879,2309,18,16.0,44.44,17
1880,23,18,16.0,44.44,79
1881,135,18,16.0,44.44,57
1882,844,18,16.0,44.44,23
1883,1210,18,16.0,44.44,30
1884,3042,18,16.0,44.44,17
1885,2414,18,16.0,44.44,17
1886,369,18,16.0,44.44,83
1887,802,18,16.0,44.44,85
1888,3056,18,16.0,44.44,78
1889,326,18,16.0,44.44,20
1890,306,18,16.0,44.44,65
1891,1958,18,16.0,44.44,18
1892,1964,18,16.0,44.44,3
1893,776,18,16.0,44.44,18
1894,733,18,16.0,44.44,79
1895,797,18,16.0,44.44,34
1896,1952,18,16.0,44.44,49
1897,1901,18,16.0,44.44,60
1898,1658,18,16.0,44.44,35
1899,837,18,16.0,44.44,7
1900,2546,18,16.0,44.44,10
1901,947,18,16.0,44.44,80
1902,2374,18,16.0,44.44,71
1903,11,18,16.0,44.44,59
1904,1173,18,16.0,44.44,80
1905,1063,18,16.0,44.44,29
1906,2171,18,16.0,44.44,87
1907,578,18,16.0,44.44,84
1908,2142,18,16.0,44.44,1
1909,1509,18,16.0,44.44,92
1910,2773,18,16.0,44.44,40
1911,2757,18,16.0,44.44,9
1912,1526,18,16.0,44.44,87
1913,2120,18,16.0,44.44,72
1914,2845,18,16.0,44.44,11
1915,2293,18,16.0,44.44,66
1916,2295,18,16.0,44.44,48
1917,2080,18,16.0,44.44,23
1918,2301,18,16.0,44.44,14
1919,605,18,16.0,44.44,17
1920,624,18,16.0,44.44,5
1921,1678,18,16.0,44.44,3
1922,1670,18,16.0,44.44,49
1923,494,18,16.0,44.44,5
1924,1540,18,16.0,44.44,39
1925,1027,18,16.0,44.44,26
1926,436,18,16.0,44.44,68
1927,1022,18,16.0,44.44,85
1928,1456,18,16.0,44.44,33
1929,1716,18,16.0,44.44,38
1930,259,18,16.0,44.44,46
1931,2701,18,16.0,44.44,32
1932,2450,18,16.0,44.44,50
1933,1638,18,16.0,44.44,80
1934,1508,34,30.0,44.12,2
1935,231,59,52.0,44.07,62
1936,2890,24,21.0,43.75,90
1937,3149,15,13.0,43.33,45
1938,707,19,16.3,42.89,40
1939,2198,14,12.0,42.86,29
1940,2969,14,12.0,42.86,75
1941,2128,28,24.0,42.86,41
1942,1105,35,30.0,42.86,34
1943,1218,19,16.0,42.11,90
1944,868,19,16.0,42.11,81
1945,2208,19,16.0,42.11,45
1946,1080,19,16.0,42.11,3
1947,1616,19,16.0,42.11,71
1948,3238,19,16.0,42.11,64
1949,1796,19,16.0,42.11,26
1950,3110,19,16.0,42.11,1
1951,70,19,16.0,42.11,33
1952,294,19,16.0,42.11,2
1953,1531,19,16.0,42.11,91
1954,1056,19,16.0,42.11,83
1955,2061,19,16.0,42.11,82
1956,1778,19,16.0,42.11,3
1957,616,19,16.0,42.11,83
1958,2846,19,16.0,42.11,56
1959,2807,19,16.0,42.11,8
1960,633,19,16.0,42.11,35
1961,1489,19,16.0,42.11,71
1962,2732,19,16.0,42.11,34
1963,2406,19,16.0,42.11,31
1964,784,19,16.0,42.11,39
1965,933,19,16.0,42.11,17
1966,318,19,16.0,42.11,83
1967,3010,19,16.0,42.11,90
1968,1672,19,16.0,42.11,17
1969,272,19,16.0,42.11,86
1970,2862,19,16.0,42.11,11
1971,2050,19,16.0,42.11,5
1972,1560,19,16.0,42.11,80
1973,2014,19,16.0,42.11,2
1974,1015,19,16.0,42.11,49
1975,2283,19,16.0,42.11,64
1976,407,19,16.0,42.11,76
1977,1853,19,16.0,42.11,89
1978,417,19,16.0,42.11,56
1979,2181,19,16.0,42.11,1
1980,1652,19,16.0,42.11,52
1981,223,62,52.0,41.94,3
1982,2510,6,5.0,41.67,62
1983,2244,12,10.0,41.67,90
1984,867,12,10.0,41.67,1
1985,2270,12,10.0,41.67,4
1986,2404,12,10.0,41.67,54
1987,3270,13,10.8,41.54,36
1988,1976,20,16.0,40.0,79
1989,310,20,16.0,40.0,18
1990,323,25,20.0,40.0,91
1991,364,20,16.0,40.0,61
1992,329,20,16.0,40.0,46
1993,773,20,16.0,40.0,13
1994,1438,20,16.0,40.0,23
1995,3079,20,16.0,40.0,5
1996,301,20,16.0,40.0,50
1997,2416,20,16.0,40.0,65
1998,1212,10,8.0,40.0,86
1999,752,20,16.0,40.0,3
2000,1612,20,16.0,40.0,23
2001,2386,20,16.0,40.0,16
2002,2375,20,16.0,40.0,68
2003,72,20,16.0,40.0,66
2004,1792,20,16.0,40.0,3
2005,1172,20,16.0,40.0,66
2006,1793,20,16.0,40.0,72
2007,26,20,16.0,40.0,75
2008,2460,20,16.0,40.0,87
2009,1383,20,16.0,40.0,49
2010,270,20,16.0,40.0,78
2011,34,20,16.0,40.0,77
2012,137,20,16.0,40.0,92
2013,297,20,16.0,40.0,76
2014,759,20,16.0,40.0,7
2015,758,20,16.0,40.0,2
2016,3085,20,16.0,40.0,44
2017,902,20,16.0,40.0,77
2018,3122,20,16.0,40.0,43
2019,1666,20,16.0,40.0,14
2020,1661,20,16.0,40.0,24
2021,2493,20,16.0,40.0,20
2022,965,20,16.0,40.0,48
2023,969,20,16.0,40.0,7
2024,1640,20,16.0,40.0,82
2025,839,20,16.0,40.0,23
2026,1931,20,16.0,40.0,36
2027,289,20,16.0,40.0,55
2028,276,20,16.0,40.0,9
2029,3223,20,16.0,40.0,3
2030,855,20,16.0,40.0,10
2031,1342,20,16.0,40.0,30
2032,2687,20,16.0,40.0,11
2033,1481,20,16.0,40.0,12
2034,2023,20,16.0,40.0,45
2035,1033,20,16.0,40.0,28
2036,2263,20,16.0,40.0,85
2037,3169,20,16.0,40.0,16
2038,1733,20,16.0,40.0,33
2039,495,20,16.0,40.0,22
2040,1455,20,16.0,40.0,55
2041,410,20,16.0,40.0,60
2042,697,20,16.0,40.0,76
2043,1466,20,16.0,40.0,11
2044,2162,20,16.0,40.0,26
2045,1561,20,16.0,40.0,4
2046,2920,20,16.0,40.0,61
2047,2976,20,16.0,40.0,64
2048,267,20,16.0,40.0,34
2049,1281,20,16.0,40.0,62
2050,1050,20,16.0,40.0,86
2051,1674,20,16.0,40.0,83
2052,266,20,16.0,40.0,81
2053,1718,20,16.0,40.0,48
2054,269,20,16.0,40.0,39
2055,2429,20,16.0,40.0,1
2056,1285,20,16.0,40.0,52
2057,2167,20,16.0,40.0,73
2058,2168,20,16.0,40.0,85
2059,2179,20,16.0,40.0,29
2060,2994,20,16.0,40.0,69
2061,2992,20,16.0,40.0,5
2062,2990,20,16.0,40.0,84
2063,2989,20,16.0,40.0,57
2064,422,20,16.0,40.0,76
2065,606,20,16.0,40.0,39
2066,2900,20,16.0,40.0,90
2067,2727,15,12.0,40.0,86
2068,571,20,16.0,40.0,31
2069,2086,20,16.0,40.0,23
2070,644,20,16.0,40.0,46
2071,2145,20,16.0,40.0,1
2072,1476,20,16.0,40.0,46
2073,2141,20,16.0,40.0,88
2074,2750,20,16.0,40.0,59
2075,2146,20,16.0,40.0,42
2076,2048,20,16.0,40.0,43
2077,2039,20,16.0,40.0,7
2078,1553,20,16.0,40.0,46
2079,423,20,16.0,40.0,16
2080,2308,20,16.0,40.0,56
2081,206,20,16.0,40.0,90
2082,1058,20,16.0,40.0,92
2083,2294,20,16.0,40.0,57
2084,2302,20,16.0,40.0,37
2085,1779,20,16.0,40.0,80
2086,3237,20,16.0,40.0,72
2087,635,20,16.0,40.0,61
2088,2113,20,16.0,40.0,49
2089,2104,20,16.0,40.0,53
2090,2115,20,16.0,40.0,41
2091,618,20,16.0,40.0,6
2092,19,20,16.0,40.0,12
2093,2389,20,16.0,40.0,9
2094,1110,20,16.0,40.0,86
2095,2360,20,16.0,40.0,4
2096,3265,20,16.0,40.0,50
2097,704,21,16.6,39.52,1
2098,794,19,15.0,39.47,85
2099,1182,21,16.0,38.1,87
2100,1780,21,16.0,38.1,29
2101,87,21,16.0,38.1,54
2102,2763,21,16.0,38.1,29
2103,2058,21,16.0,38.1,73
2104,1483,21,16.0,38.1,44
2105,2119,21,16.0,38.1,41
2106,3017,21,16.0,38.1,63
2107,2707,21,16.0,38.1,4
2108,1060,21,16.0,38.1,86
2109,2311,21,16.0,38.1,85
2110,398,21,16.0,38.1,69
2111,347,21,16.0,38.1,16
2112,2417,21,16.0,38.1,87
2113,1093,21,16.0,38.1,38
2114,2523,21,16.0,38.1,3
2115,1838,21,16.0,38.1,50
2116,1864,21,16.0,38.1,2
2117,1644,21,16.0,38.1,32
2118,1631,21,16.0,38.1,89
2119,952,21,16.0,38.1,36
2120,1385,21,16.0,38.1,13
2121,2552,21,16.0,38.1,43
2122,2648,21,16.0,38.1,25
2123,21,21,16.0,38.1,23
2124,1769,21,16.0,38.1,36
2125,1844,21,16.0,38.1,26
2126,1040,21,16.0,38.1,27
2127,1774,21,16.0,38.1,23
2128,2485,21,16.0,38.1,12
2129,1744,21,16.0,38.1,26
2130,1076,21,16.0,38.1,30
2131,2592,21,16.0,38.1,11
2132,3088,21,16.0,38.1,30
2133,1618,21,16.0,38.1,38
2134,1223,21,16.0,38.1,84
2135,3086,16,12.0,37.5,38
2136,2639,34,25.0,36.76,70
2137,2642,21,15.3,36.43,80
2138,1282,22,16.0,36.36,8
2139,2019,22,16.0,36.36,90
2140,556,22,16.0,36.36,36
2141,1559,22,16.0,36.36,14
2142,2066,22,16.0,36.36,82
2143,2991,22,16.0,36.36,30
2144,1071,22,16.0,36.36,27
2145,1151,22,16.0,36.36,78
2146,1590,22,16.0,36.36,87
2147,1082,22,16.0,36.36,92
2148,1394,22,16.0,36.36,5
2149,1659,22,16.0,36.36,75
2150,2554,22,16.0,36.36,70
2151,788,22,16.0,36.36,35
2152,816,22,16.0,36.36,53
2153,820,22,16.0,36.36,20
2154,627,22,16.0,36.36,56
2155,1503,22,16.0,36.36,71
2156,630,22,16.0,36.36,88
2157,641,22,16.0,36.36,19
2158,3094,22,16.0,36.36,52
2159,304,22,16.0,36.36,64
2160,742,22,16.0,36.36,60
2161,1106,22,16.0,36.36,42
2162,3205,22,16.0,36.36,55
2163,1053,22,16.0,36.36,25
2164,2304,22,16.0,36.36,75
2165,224,22,16.0,36.36,21
2166,1760,22,16.0,36.36,23
2167,3202,22,16.0,36.36,2
2168,284,22,16.0,36.36,70
2169,2604,22,16.0,36.36,71
2170,1626,22,16.0,36.36,62
2171,860,22,16.0,36.36,80
2172,3186,22,16.0,36.36,1
2173,3216,22,16.0,36.36,77
2174,1830,22,16.0,36.36,15
2175,2495,22,16.0,36.36,12
2176,263,22,16.0,36.36,42
2177,1031,22,16.0,36.36,72
2178,1511,22,16.0,36.36,89
2179,2110,22,16.0,36.36,39
2180,2630,22,16.0,36.36,89
2181,2184,22,16.0,36.36,61
2182,653,22,16.0,36.36,73
2183,2631,25,18.0,36.0,6
2184,1330,25,18.0,36.0,15
2185,1978,42,30.0,35.71,10
2186,1013,14,10.0,35.71,78
2187,2158,17,12.0,35.29,53
2188,2069,20,14.0,35.0,31
2189,2147,10,7.0,35.0,3
2190,251,23,16.0,34.78,27
2191,3095,23,16.0,34.78,39
2192,260,23,16.0,34.78,50
2193,1660,23,16.0,34.78,2
2194,2901,23,16.0,34.78,68
2195,2995,23,16.0,34.78,14
2196,2961,23,16.0,34.78,87
2197,700,23,16.0,34.78,9
2198,2925,23,16.0,34.78,41
2199,1969,23,16.0,34.78,39
2200,1127,23,16.0,34.78,89
2201,619,23,16.0,34.78,74
2202,2077,23,16.0,34.78,65
2203,94,23,16.0,34.78,80
2204,1809,23,16.0,34.78,53
2205,2125,23,16.0,34.78,27
2206,2045,23,16.0,34.78,32
2207,2829,23,16.0,34.78,75
2208,2897,23,16.0,34.78,54
2209,138,23,16.0,34.78,68
2210,1178,23,16.0,34.78,62
2211,41,23,16.0,34.78,80
2212,3197,23,16.0,34.78,79
2213,1748,23,16.0,34.78,92
2214,125,23,16.0,34.78,13
2215,191,23,16.0,34.78,74
2216,3184,23,16.0,34.78,17
2217,2484,23,16.0,34.78,91
2218,3166,23,16.0,34.78,61
2219,1832,23,16.0,34.78,67
2220,241,23,16.0,34.78,86
2221,958,23,16.0,34.78,9
2222,942,23,16.0,34.78,47
2223,1683,23,16.0,34.78,7
2224,2511,23,16.0,34.78,74
2225,941,23,16.0,34.78,47
2226,1030,23,16.0,34.78,84
2227,1928,23,16.0,34.78,2
2228,1950,23,16.0,34.78,89
2229,1397,23,16.0,34.78,82
2230,299,23,16.0,34.78,88
2231,1424,23,16.0,34.78,72
2232,327,23,16.0,34.78,36
2233,3023,75,52.0,34.67,62
2234,2710,28,19.0,33.93,68
2235,1800,24,16.0,33.33,89
2236,286,24,16.0,33.33,28
2237,861,24,16.0,33.33,11
2238,1412,24,16.0,33.33,76
2239,1946,24,16.0,33.33,8
2240,279,24,16.0,33.33,66
2241,2209,24,16.0,33.33,2
2242,1312,24,16.0,33.33,14
2243,1731,24,16.0,33.33,45
2244,2940,24,16.0,33.33,59
2245,2182,24,16.0,33.33,45
2246,2984,24,16.0,33.33,78
2247,3027,24,16.0,33.33,30
2248,2977,24,16.0,33.33,4
2249,441,24,16.0,33.33,89
2250,702,24,16.0,33.33,92
2251,574,24,16.0,33.33,63
2252,647,24,16.0,33.33,69
2253,639,24,16.0,33.33,34
2254,609,24,16.0,33.33,47
2255,2764,24,16.0,33.33,64
2256,2192,24,16.0,33.33,78
2257,375,24,16.0,33.33,28
2258,1534,24,16.0,33.33,47
2259,2159,18,12.0,33.33,83
2260,1636,24,16.0,33.33,20
2261,1680,24,16.0,33.33,10
2262,1657,24,16.0,33.33,2
2263,916,24,16.0,33.33,29
2264,1751,24,16.0,33.33,52
2265,1529,24,16.0,33.33,63
2266,1632,24,16.0,33.33,10
2267,2247,24,16.0,33.33,28
2268,3141,18,12.0,33.33,81
2269,3281,78,50.0,32.05,45
2270,1099,25,16.0,32.0,23
2271,1095,25,16.0,32.0,67
2272,3231,25,16.0,32.0,61
2273,1783,25,16.0,32.0,80
2274,362,25,16.0,32.0,66
2275,3011,25,16.0,32.0,38
2276,315,25,16.0,32.0,7
2277,316,25,16.0,32.0,85
2278,1294,25,16.0,32.0,72
2279,2321,25,16.0,32.0,54
2280,2628,25,16.0,32.0,39
2281,1045,25,16.0,32.0,6
2282,3014,25,16.0,32.0,53
2283,351,25,16.0,32.0,69
2284,1066,25,16.0,32.0,4
2285,2895,25,16.0,32.0,90
2286,2013,25,16.0,32.0,43
2287,416,25,16.0,32.0,52
2288,1470,25,16.0,32.0,10
2289,1984,25,16.0,32.0,17
2290,2912,25,16.0,32.0,47
2291,670,25,16.0,32.0,54
2292,673,25,16.0,32.0,53
2293,2075,25,16.0,32.0,79
2294,1528,25,16.0,32.0,2
2295,2108,25,16.0,32.0,17
2296,2096,25,16.0,32.0,79
2297,626,25,16.0,32.0,8
2298,611,25,16.0,32.0,66
2299,2772,25,16.0,32.0,14
2300,585,25,16.0,32.0,76
2301,582,25,16.0,32.0,17
2302,645,25,16.0,32.0,49
2303,648,25,16.0,32.0,87
2304,564,25,16.0,32.0,21
2305,2882,25,16.0,32.0,60
2306,625,25,16.0,32.0,6
2307,71,25,16.0,32.0,58
2308,1791,25,16.0,32.0,7
2309,1663,25,16.0,32.0,59
2310,2555,25,16.0,32.0,8
2311,793,25,16.0,32.0,22
2312,3111,25,16.0,32.0,24
2313,3116,25,16.0,32.0,64
2314,901,25,16.0,32.0,70
2315,1436,25,16.0,32.0,11
2316,328,25,16.0,32.0,92
2317,2649,25,16.0,32.0,60
2318,2218,25,16.0,32.0,57
2319,764,25,16.0,32.0,22
2320,1940,25,16.0,32.0,76
2321,1944,25,16.0,32.0,89
2322,3069,25,16.0,32.0,68
2323,3121,25,16.0,32.0,33
2324,1404,25,16.0,32.0,40
2325,2258,25,16.0,32.0,1
2326,919,25,16.0,32.0,8
2327,1688,25,16.0,32.0,35
2328,1669,25,16.0,32.0,86
2329,268,25,16.0,32.0,50
2330,1035,25,16.0,32.0,28
2331,1377,25,16.0,32.0,55
2332,247,25,16.0,32.0,1
2333,207,25,16.0,32.0,63
2334,102,25,16.0,32.0,60
2335,1745,25,16.0,32.0,6
2336,1762,25,16.0,32.0,32
2337,31,25,16.0,32.0,62
2338,2711,35,22.0,31.43,76
2339,3087,24,15.0,31.25,68
2340,2288,26,16.0,30.77,30
2341,998,26,16.0,30.77,36
2342,2281,26,16.0,30.77,4
2343,2272,26,16.0,30.77,53
2344,964,26,16.0,30.77,38
2345,846,26,16.0,30.77,91
2346,990,26,16.0,30.77,1
2347,761,26,16.0,30.77,2
2348,744,26,16.0,30.77,46
2349,1072,26,16.0,30.77,90
2350,3280,26,16.0,30.77,82
2351,1469,26,16.0,30.77,4
2352,671,26,16.0,30.77,42
2353,2830,26,16.0,30.77,85
2354,1496,26,16.0,30.77,71
2355,1521,26,16.0,30.77,63
2356,2898,26,16.0,30.77,14
2357,2949,26,16.0,30.77,30
2358,2085,26,16.0,30.77,92
2359,389,26,16.0,30.77,1
2360,2004,26,16.0,30.77,63
2361,308,26,16.0,30.77,61
2362,333,26,16.0,30.77,38
2363,1103,26,16.0,30.77,79
2364,1956,26,16.0,30.77,24
2365,296,26,16.0,30.77,56
2366,408,26,16.0,30.77,17
2367,295,26,16.0,30.77,75
2368,3096,26,16.0,30.77,69
2369,1668,26,16.0,30.77,21
2370,261,26,16.0,30.77,56
2371,3161,26,16.0,30.77,80
2372,3132,26,16.0,30.77,37
2373,1854,26,16.0,30.77,4
2374,1852,26,16.0,30.77,19
2375,203,26,16.0,30.77,5
2376,1750,26,16.0,30.77,17
2377,1727,26,16.0,30.77,62
2378,1818,26,16.0,30.77,90
2379,147,26,16.0,30.77,7
2380,2350,26,16.0,30.77,31
2381,45,26,16.0,30.77,89
2382,6,26,16.0,30.77,59
2383,2172,20,12.0,30.0,63
2384,2160,20,12.0,30.0,77
2385,1092,27,16.0,29.63,2
2386,588,27,16.0,29.63,15
2387,1620,27,16.0,29.63,25
2388,2765,27,16.0,29.63,82
2389,1384,27,16.0,29.63,27
2390,2792,27,16.0,29.63,81
2391,2782,27,16.0,29.63,50
2392,219,27,16.0,29.63,27
2393,336,27,16.0,29.63,67
2394,593,27,16.0,29.63,52
2395,1859,27,16.0,29.63,61
2396,1722,27,16.0,29.63,6
2397,1586,27,16.0,29.63,35
2398,757,27,16.0,29.63,75
2399,1170,27,16.0,29.63,8
2400,1806,27,16.0,29.63,77
2401,1398,27,16.0,29.63,4
2402,691,27,16.0,29.63,11
