Nome da Instância;Total de Entregas;Pico de Abastecimento (Max/Dia);Status;Custo Modelo Exato (M1);Custo Modelo Anual (M2);Custo Heurística;Gap Heurística vs M1 (%);Gap M2 vs M1 (%);Caminho da Entrada;Pasta de Saída
abastecimento_00_150;18662;350;Sucesso;948555,76;948559,3;1008441,22;6,31;0,0;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_150\abastecimento_00_150.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_150\alocacao_abastecimento_00_150
abastecimento_00_150_2;16454;614;Sucesso;834787,71;834797,34;909017,5;8,89;0,0;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_150\abastecimento_00_150_2.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_150\alocacao_abastecimento_00_150_2
abastecimento_10wlim_150;16523;196;Sucesso;837883,34;837883,34;851803,14;1,66;0,0;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_150\abastecimento_10wlim_150.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_150\alocacao_abastecimento_10wlim_150
abastecimento_full_150;17421;660;Sucesso;884912,76;885003,4;998557,75;12,84;0,01;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_150\abastecimento_full_150.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_150\alocacao_abastecimento_full_150
abastecimento_limite_150;16609;576;Sucesso;842576,61;842605,48;935365,38;11,01;0,0;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_150\abastecimento_limite_150.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_150\alocacao_abastecimento_limite_150
