Tempo_de_Execucao,Solucao_otima,Num_Variaveis
4.900575876235962,0.0,50000
0.22414803504943848,0.0,50000
0.28449201583862305,80.523831,50000
0.4616541862487793,78.468014,50000
0.19513893127441406,188.42550699999998,50000
0.22965598106384277,619.164317,50000
0.23438286781311035,0.0,50000
0.44147205352783203,0.0,50000
0.22517895698547363,1909.758619,50000
0.2213141918182373,1578.599488,50000
0.2550640106201172,1108.271882,50000
0.4704720973968506,1736.303159,50000
0.211745023727417,2276.929182,50000
0.1949751377105713,0.0,50000
0.18631982803344727,0.0,50000
0.5141639709472656,3583.7606180000002,50000
0.21922802925109863,3629.593842,50000
0.23667287826538086,2498.586325,50000
0.21566295623779297,3098.8849550000004,50000
0.26857590675354004,4203.144861000001,50000
0.44530200958251953,0.0,50000
0.19896507263183594,0.0,50000
0.2011098861694336,3625.9361710000003,50000
0.2601749897003174,3854.0961500000003,50000
0.46453094482421875,3800.4388360000003,50000
0.2193920612335205,3144.6068500000006,50000
0.22128796577453613,3787.1798150000004,50000
0.1871790885925293,0.0,50000
0.22861814498901367,0.0,50000
0.46388792991638184,3572.9443250000004,50000
0.20929217338562012,4861.344832,50000
0.24740004539489746,4001.5323350000003,50000
0.19769287109375,4116.261623,50000
0.25836181640625,3342.201492,50000
0.4411430358886719,0.0,50000
0.16621184349060059,0.0,50000
0.23102211952209473,4728.401909,50000
0.19244599342346191,3950.8340010000006,50000
0.2529940605163574,3784.046792,50000
0.4624171257019043,4006.5230790000005,50000
0.20756006240844727,4784.837714000001,50000
0.2024538516998291,0.0,50000
0.1670830249786377,0.0,50000
0.25457000732421875,4224.399751000001,50000
0.46349382400512695,3669.3699190000007,50000
0.21027898788452148,4110.924799,50000
0.23587489128112793,4726.2525860000005,50000
0.19572019577026367,3937.5745590000006,50000
0.23163294792175293,0.0,50000
0.43360304832458496,0.0,50000
0.1696770191192627,0.0,50000
0.20652008056640625,0.0,50000
0.16596603393554688,0.0,50000
0.25269103050231934,4375.662956,50000
0.4677860736846924,4696.061621000001,50000
0.1642608642578125,0.0,50000
0.21161603927612305,0.0,50000
0.19703102111816406,4737.849268,50000
0.2595350742340088,3870.5961310000002,50000
0.20228910446166992,4963.7683160000015,50000
0.46798086166381836,3934.198166,50000
0.20358920097351074,3525.8739809999997,50000
0.20192885398864746,0.0,50000
0.15978312492370605,0.0,50000
0.2462749481201172,3821.7149010000003,50000
0.4548830986022949,4328.29524,50000
0.20053410530090332,4155.11217,50000
0.22922205924987793,4114.238254,50000
0.19232606887817383,4245.023327999999,50000
0.23068785667419434,0.0,50000
0.43202900886535645,0.0,50000
0.19788098335266113,4066.213148,50000
0.21622204780578613,4158.500944,50000
0.2263500690460205,3854.6451830000005,50000
0.2523350715637207,3829.9233969999996,50000
0.19310307502746582,4442.434711,50000
0.43308401107788086,0.0,50000
0.16220402717590332,0.0,50000
0.2230989933013916,4084.019908,50000
0.1884760856628418,4606.61186,50000
0.250730037689209,3828.961384,50000
0.45462989807128906,4617.935233000001,50000
0.19189906120300293,3829.6557740000003,50000
0.20152997970581055,0.0,50000
0.1658179759979248,0.0,50000
0.259868860244751,4655.538218,50000
0.1884901523590088,3734.365686,50000
0.4652130603790283,4206.506617,50000
0.19530987739562988,3822.2657380000005,50000
0.23085713386535645,4191.322574,50000
0.16004490852355957,0.0,50000
0.22711396217346191,0.0,50000
0.19068288803100586,4040.3313880000005,50000
0.457827091217041,3964.48859,50000
0.19934296607971191,4892.568247000001,50000
0.2179868221282959,4044.8405360000006,50000
0.16379594802856445,0.0,50000
0.21947789192199707,0.0,50000
0.4386429786682129,0.0,50000
0.1947479248046875,3638.7344300000004,50000
0.24125909805297852,4144.234624000001,50000
0.1920020580291748,3949.5843940000004,50000
0.2614781856536865,4318.856293000001,50000
0.20123505592346191,3975.8039960000006,50000
0.43613100051879883,0.0,50000
0.15982794761657715,0.0,50000
0.22679996490478516,4362.522189,50000
0.19602108001708984,4599.079016,50000
0.2625620365142822,3669.729042,50000
0.18837904930114746,3847.617075,50000
0.43465399742126465,0.0,50000
0.1691579818725586,0.0,50000
0.20389604568481445,0.0,50000
0.1952190399169922,4316.978293,50000
0.2619810104370117,4574.108904000001,50000
0.19588613510131836,4227.821806,50000
0.46234798431396484,4051.3231250000003,50000
0.21147704124450684,3726.016124,50000
0.19956088066101074,0.0,50000
0.16135215759277344,0.0,50000
0.1878190040588379,0.0,50000
0.250169038772583,4472.441715000001,50000
0.463238000869751,4364.0348890000005,50000
0.18973803520202637,4068.2101330000005,50000
0.21430516242980957,4214.262382,50000
0.18769598007202148,0.0,50000
0.22258210182189941,0.0,50000
0.19156479835510254,4463.077544,50000
0.46605777740478516,3705.9338449999996,50000
0.19496798515319824,4337.208338,50000
0.2305898666381836,3925.409876,50000
0.19077396392822266,3791.0550279999998,50000
0.22298789024353027,0.0,50000
0.16170811653137207,0.0,50000
0.4646449089050293,4228.017978000001,50000
0.20373106002807617,4405.47055,50000
0.22727203369140625,3793.2867090000004,50000
0.1885509490966797,4273.97882,50000
0.25685596466064453,4185.043116000001,50000
0.16175007820129395,0.0,50000
0.43245601654052734,0.0,50000
0.20090389251708984,3558.123222,50000
0.22448301315307617,4033.2087470000006,50000
0.19089698791503906,4490.146842,50000
0.24678683280944824,4120.503006,50000
0.4554591178894043,3616.406754,50000
0.1608269214630127,0.0,50000
0.17368292808532715,0.0,50000
0.2142930030822754,4807.198351,50000
0.2501950263977051,3760.89485,50000
0.19065618515014648,4081.9808709999998,50000
0.4603309631347656,4032.9592430000002,50000
0.19123291969299316,4000.414437,50000
0.19581818580627441,0.0,50000
