Hora,Tempo_Segundos,Objective_HigherBound,Best_LowerBound,Gap_Percent,Pico_Y,Custo_Roteamento,Qtd_Entregas
3,10800.0,281777.28832200007,264644.22418056946,6.080356668721948,43,281777.28832200356,6145
6,21600.0,280079.37868899986,264641.0698724925,5.512119060236148,41,280079.37868900376,6109
9,32400.0,279289.98706799996,264627.48545095447,5.249920260648495,42,279289.98706800374,6090
12,43200.0,278869.7162319999,264628.95256525,5.106600981693767,40,278869.7162320036,6082
15,54000.0,278342.65035199997,264683.2754815146,4.907395561984972,46,278342.6503520035,6072
18,64800.0,278067.37730099994,264683.27548151446,4.81325855243982,42,278067.3773010039,6065
21,75600.0,277891.72933299997,264628.9525652499,4.772641776559367,42,277891.7293330037,6062
24,86400.0,277838.2404869999,264628.95256524865,4.754308801624207,41,277838.24048700364,6061
