Tempo_Label,Tempo_Segundos,FuncaoObjetivo,BestBound,Gap_Percent,Sum_X,Pico_Y
1min,60.0,9378.99999999989,6801.8,27.478409212068673,7537,257
3min,180.0,9378.99999999989,6808.7,27.404840601342585,7537,257
5min,300.0,9012.699999999875,6818.3,24.34786467983962,8544,131
10min,600.0,8025.799999999886,6818.3,15.04522913603507,7829,97
30min,1800.0,7963.499999999888,6825.5,14.290199033087262,7771,96
1h,3600.0,7886.599999999888,6825.5,13.45446707072633,7708,94
2h,7200.0,7863.199999999888,6825.5,13.196917285582241,7682,94
3h,10800.0,7852.399999999889,6825.5,13.077530436553197,7670,94
4h,14400.0,7835.299999999888,6930.2,11.551567904227042,7651,94
5h,18000.0,7817.29999999989,6930.3,11.34662863136764,7631,94
6h,21600.0,7790.999999999891,6930.3,11.047362341161632,7613,93
7h,25200.0,7773.69999999989,6930.3,10.849402472437855,7605,92
8h,28800.0,7754.59999999989,6930.3,10.629819719906918,7595,91
9h,32400.0,7748.299999999891,6930.3,10.557154472592728,7588,91
10h,36000.0,7734.599999999891,6930.3,10.398727794584108,7584,90
11h,39600.0,7730.999999999891,6930.3,10.35700426852803,7580,90
12h,43200.0,7729.199999999891,6930.3,10.336127930444313,7578,90
13h,46800.0,7728.299999999892,6930.3,10.325686114668207,7577,90
14h,50400.0,7699.099999999891,6930.3,9.985582730447739,7567,88
