Dia_Inicio,Status,Tempo,Obj,Gap,Total_Entregas,Pico_Maximo
1,MEMORY_LIMIT,8938.63,642585.549345,0.09027525090167351,12701.0,377.0
107,MEMORY_LIMIT,6651.02,787561.8711889993,0.08611647862074721,15496.0,569.0
213,OPTIMAL,2687.72,790010.1063399997,0.0,15519.0,581.0
319,TIME_LIMIT,21600.61,326979.14117600024,0.03251906133125382,6394.0,509.0
