Tempo_Label,Tempo_Segundos,FuncaoObjetivo,BestBound,Gap_Percent,Sum_X,Pico_Y
1min,60.0,49426.56999999309,41648.24422640034,15.737134447310092,49347,232
3min,180.0,49426.56999999309,41648.24422640034,15.737134447310092,49347,232
5min,300.0,49426.56999999309,41648.24422640034,15.737134447310092,49347,232
10min,600.0,49426.56999999309,41669.325815352946,15.694482106772181,49347,232
30min,1800.0,49420.62999999309,41670.88172720188,15.68120089280994,49341,232
1h,3600.0,49420.62999999309,41708.11465337259,15.60586205926873,49341,232
2h,7200.0,49411.71999999309,41747.260618433625,15.511419925395304,49332,232
3h,10800.0,49401.81999999309,41750.81328018075,15.487297269237057,49322,232
4h,14400.0,49401.81999999309,41761.04460962747,15.466586839040927,49322,232
5h,18000.0,49386.96999999309,41771.38002545469,15.42024136030104,49307,232
6h,21600.0,49377.06999999309,41780.251469050694,15.385316566866884,49297,232
7h,25200.0,49369.1499999931,41790.48328752827,15.35101720905847,49289,232
8h,28800.0,49355.2899999931,41801.947881961256,15.304017295882371,49275,232
9h,32400.0,49355.2899999931,41814.32499316789,15.278939718166523,49275,232
10h,36000.0,49324.599999993094,41832.03387761283,15.190323129597234,49244,232
11h,39600.0,49300.83999999311,41848.599725222026,15.115848482038293,49220,232
12h,43200.0,49279.05999999311,41854.08636665998,15.067198183841498,49198,232
13h,46800.0,49251.339999993135,41859.72445811539,15.007948092130649,49170,232
14h,50400.0,49228.56999999313,41862.6168944971,14.962760660114766,49147,232
15h,54000.0,49178.07999999315,41870.726414238045,14.858964778120907,49096,232
16h,57600.0,49137.48999999316,41877.983598668514,14.77386492742233,49055,232
17h,61200.0,49118.67999999316,41880.466784725315,14.736172094341407,49036,232
18h,64800.0,48865.239999993195,41880.632636957416,14.29361108844805,48780,232
19h,68400.0,48843.45999999319,41881.98742076177,14.252619653137577,48758,232
20h,72000.0,48739.50999999321,41883.715597953655,14.066194760760856,48653,232
21h,75600.0,48712.77999999323,41885.29202104886,14.01580443354972,48626,232
22h,79200.0,48286.099999993305,41887.23966917246,13.251971749264769,48200,230
23h,82800.0,48266.29999999331,41889.50966876661,13.211682542949395,48180,230
24h,86400.0,48235.60999999332,41893.7095898921,13.14775621185696,48149,230
