Dia,Tempo_de_Execucao,Solucao_otima,Num_Variaveis,Status_Solucao
1,2.065999984741211,0.0,304980,Otimo
2,1.0360000133514404,0.0,304980,Otimo
3,1.0789999961853027,58.87980800000001,304980,Otimo
4,1.0980000495910645,180.39431,304980,Otimo
5,1.003000020980835,320.286125,304980,Otimo
6,1.0490000247955322,2141.41822,304980,Otimo
7,0.9809999465942383,0.0,304980,Otimo
8,0.7820000648498535,0.0,304980,Otimo
9,1.0149998664855957,2374.0698359999997,304980,Otimo
10,1.0160000324249268,2733.008029,304980,Otimo
11,1.059999942779541,3363.249979,304980,Otimo
12,0.814000129699707,4138.287962,304980,Otimo
13,1.0499999523162842,5793.541687,304980,Otimo
14,0.9409999847412109,0.0,304980,Otimo
15,0.806999921798706,0.0,304980,Otimo
16,1.0380001068115234,7765.574013000001,304980,Otimo
17,1.0850000381469727,6217.396492999999,304980,Otimo
18,0.878000020980835,6596.457675000001,304980,Otimo
19,1.0809998512268066,6656.90344,304980,Otimo
20,1.0390000343322754,5304.277241999999,304980,Otimo
21,0.750999927520752,0.0,304980,Otimo
22,0.8560001850128174,0.0,304980,Otimo
23,1.0149998664855957,6372.786441,304980,Otimo
24,0.8880000114440918,5805.581895,304980,Otimo
25,1.0350000858306885,6340.757579,304980,Otimo
26,1.0939998626708984,6491.889083,304980,Otimo
27,0.8240001201629639,6710.279077000001,304980,Otimo
28,0.9229998588562012,0.0,304980,Otimo
29,0.7640001773834229,0.0,304980,Otimo
30,1.061999797821045,7027.6707430000015,304980,Otimo
31,1.0950000286102295,7133.273501,304980,Otimo
32,0.8330001831054688,6502.213993,304980,Otimo
33,1.117999792098999,7417.821114000001,304980,Otimo
34,0.8560001850128174,6204.617337,304980,Otimo
35,0.9659998416900635,0.0,304980,Otimo
36,0.9150002002716064,0.0,304980,Otimo
37,0.8829998970031738,8499.104744,304980,Otimo
38,1.1449999809265137,6472.104432000002,304980,Otimo
39,0.8250000476837158,6936.327049,304980,Otimo
40,1.1010000705718994,6608.362641000001,304980,Otimo
41,1.0479998588562012,6792.6766020000005,304980,Otimo
42,0.7850000858306885,0.0,304980,Otimo
43,0.8710000514984131,0.0,304980,Otimo
44,1.0029997825622559,7852.061817,304980,Otimo
45,0.8310000896453857,7600.232537,304980,Otimo
46,1.0139999389648438,7416.497999000001,304980,Otimo
47,1.002000093460083,7524.67925,304980,Otimo
48,0.8580000400543213,8000.304628999999,304980,Otimo
49,0.8989999294281006,0.0,304980,Otimo
50,0.9140000343322754,0.0,304980,Otimo
51,0.7360000610351562,0.0,304980,Otimo
52,0.9179999828338623,0.0,304980,Otimo
53,0.9539999961853027,0.0,304980,Otimo
54,0.8569998741149902,8166.283164000001,304980,Otimo
55,1.0340001583099365,7981.669632000001,304980,Otimo
56,0.750999927520752,0.0,304980,Otimo
57,0.9419999122619629,0.0,304980,Otimo
58,1.0450000762939453,7507.3889739999995,304980,Otimo
59,0.8110001087188721,8139.325902999999,304980,Otimo
60,1.0949997901916504,8088.804560000001,304980,Otimo
61,0.8640000820159912,7184.52622,304980,Otimo
62,1.0180001258850098,6782.952451000001,304980,Otimo
63,0.9409999847412109,0.0,304980,Otimo
64,0.7269999980926514,0.0,304980,Otimo
65,1.0349998474121094,7199.021463,304980,Otimo
66,0.8789999485015869,6085.339699000001,304980,Otimo
67,1.0400002002716064,7731.044721,304980,Otimo
68,1.0309998989105225,6360.227672,304980,Otimo
69,0.8440001010894775,7480.185424,304980,Otimo
70,0.9409999847412109,0.0,304980,Otimo
71,0.9309999942779541,0.0,304980,Otimo
72,0.7969999313354492,8126.124565,304980,Otimo
73,1.0269999504089355,7671.665010999999,304980,Otimo
74,0.8489999771118164,7113.133702999999,304980,Otimo
75,1.0199999809265137,7016.2962640000005,304980,Otimo
76,1.0,7425.685453000001,304980,Otimo
77,0.749000072479248,0.0,304980,Otimo
78,0.9260001182556152,0.0,304980,Otimo
79,0.9219999313354492,7999.572535,304980,Otimo
80,1.063999891281128,7307.001636999999,304980,Otimo
81,1.0600001811981201,6807.8993550000005,304980,Otimo
82,0.8279998302459717,6472.697974000001,304980,Otimo
83,1.0490000247955322,7217.0038110000005,304980,Otimo
84,0.9509999752044678,0.0,304980,Otimo
85,0.7009999752044678,0.0,304980,Otimo
86,1.064000129699707,7753.059252999999,304980,Otimo
87,0.9070000648498535,6610.32439,304980,Otimo
88,1.0159997940063477,6950.94811,304980,Otimo
89,1.0930001735687256,7154.1934390000015,304980,Otimo
90,0.9049999713897705,7252.062322000001,304980,Otimo
91,0.9229998588562012,0.0,304980,Otimo
92,0.7480001449584961,0.0,304980,Otimo
93,1.0149998664855957,7725.951799,304980,Otimo
94,1.0199999809265137,7284.354154000001,304980,Otimo
95,0.8420000076293945,7527.112544000001,304980,Otimo
96,1.0350000858306885,7733.319031000001,304980,Otimo
97,0.9809999465942383,0.0,304980,Otimo
98,0.7269999980926514,0.0,304980,Otimo
99,0.9680001735687256,0.0,304980,Otimo
100,0.9210000038146973,8465.587329000002,304980,Otimo
101,1.0929999351501465,7202.353348999999,304980,Otimo
102,1.0750000476837158,6813.586093999999,304980,Otimo
103,0.8869998455047607,7377.558813999999,304980,Otimo
104,1.0329999923706055,7676.492869,304980,Otimo
105,0.7960000038146973,0.0,304980,Otimo
106,0.9580001831054688,0.0,304980,Otimo
107,1.0209999084472656,8221.895113,304980,Otimo
108,0.8480000495910645,7316.452389,304980,Otimo
109,1.062999963760376,7096.608468999999,304980,Otimo
110,0.8940000534057617,7148.054607,304980,Otimo
111,0.9309999942779541,0.0,304980,Otimo
112,0.9210000038146973,0.0,304980,Otimo
113,0.7129998207092285,0.0,304980,Otimo
114,1.0150001049041748,7885.694354,304980,Otimo
115,1.062999963760376,7622.418113999999,304980,Otimo
116,0.8399999141693115,7603.4442070000005,304980,Otimo
117,1.0789999961853027,7012.749304,304980,Otimo
118,0.8560001850128174,7669.204528,304980,Otimo
119,0.9210000038146973,0.0,304980,Otimo
120,0.9199998378753662,0.0,304980,Otimo
121,0.7760000228881836,0.0,304980,Otimo
122,0.9860000610351562,7069.11254,304980,Otimo
123,0.999000072479248,7719.135595,304980,Otimo
124,0.8989999294281006,7819.809241000001,304980,Otimo
125,1.0350000858306885,6942.798072,304980,Otimo
126,0.9199998378753662,0.0,304980,Otimo
127,0.7300000190734863,0.0,304980,Otimo
128,0.9980001449584961,7727.70917,304980,Otimo
129,1.0460000038146973,7769.368843999999,304980,Otimo
130,0.8439998626708984,6837.637170000001,304980,Otimo
131,1.062999963760376,6808.5865570000005,304980,Otimo
132,1.0329999923706055,7020.688531,304980,Otimo
133,0.7620000839233398,0.0,304980,Otimo
134,0.9059998989105225,0.0,304980,Otimo
135,1.0460000038146973,7187.000717,304980,Otimo
136,0.8400001525878906,7845.167898,304980,Otimo
137,0.994999885559082,6878.400017000001,304980,Otimo
138,1.0180001258850098,6553.568684000001,304980,Otimo
139,0.8940000534057617,7596.435997,304980,Otimo
140,0.8599998950958252,0.0,304980,Otimo
141,0.9360001087188721,0.0,304980,Otimo
142,0.8579998016357422,7173.282255999999,304980,Otimo
143,0.9860000610351562,7054.091886000001,304980,Otimo
144,1.0320000648498535,7445.685534,304980,Otimo
145,0.8889999389648438,7266.30104,304980,Otimo
146,0.999000072479248,7374.928711000001,304980,Otimo
147,0.9079999923706055,0.0,304980,Otimo
148,0.7669999599456787,0.0,304980,Otimo
149,0.9700000286102295,7986.131914999999,304980,Otimo
150,1.003999948501587,6821.275012,304980,Otimo
151,0.8280000686645508,7558.3335609999995,304980,Otimo
152,1.0809998512268066,6720.310071,304980,Otimo
153,1.0329999923706055,7399.992034000001,304980,Otimo
154,0.7290000915527344,0.0,304980,Otimo
155,0.9509999752044678,0.0,304980,Otimo
156,0.9110000133514404,7914.481425999999,304980,Otimo
157,1.0550000667572021,6872.563601,304980,Otimo
158,1.0759999752044678,7653.599378,304980,Otimo
159,0.7460000514984131,0.0,304980,Otimo
160,1.0319998264312744,7547.140994000001,304980,Otimo
161,0.939000129699707,0.0,304980,Otimo
162,0.7339999675750732,0.0,304980,Otimo
163,1.0099999904632568,6851.951885,304980,Otimo
164,0.8930001258850098,6890.571032,304980,Otimo
165,1.063999891281128,7851.996298999999,304980,Otimo
166,1.0999999046325684,7440.190629,304980,Otimo
167,0.8250000476837158,6912.029114999999,304980,Otimo
168,0.9249999523162842,0.0,304980,Otimo
169,0.9980001449584961,0.0,304980,Otimo
170,0.869999885559082,8023.605938999999,304980,Otimo
171,1.0169999599456787,7558.421028999999,304980,Otimo
172,0.8890001773834229,6982.36985,304980,Otimo
173,1.0230000019073486,6975.725778,304980,Otimo
174,1.0739998817443848,7142.787256,304980,Otimo
175,0.7290000915527344,0.0,304980,Otimo
176,0.9659998416900635,0.0,304980,Otimo
177,1.0370001792907715,7268.007528,304980,Otimo
178,0.937999963760376,6482.184088,304980,Otimo
179,1.0309998989105225,7366.446949000001,304980,Otimo
180,1.0350000858306885,7143.470736,304980,Otimo
181,0.8339998722076416,7651.5889480000005,304980,Otimo
182,0.939000129699707,0.0,304980,Otimo
183,0.9079999923706055,0.0,304980,Otimo
184,0.8239998817443848,7232.683972000001,304980,Otimo
185,1.1010000705718994,7308.918853000001,304980,Otimo
186,0.9300000667572021,7116.145749,304980,Otimo
187,0.9869999885559082,6842.384242,304980,Otimo
188,1.0320000648498535,7538.777785,304980,Otimo
189,0.7819998264312744,0.0,304980,Otimo
190,0.8900001049041748,0.0,304980,Otimo
191,1.002000093460083,7939.724153000002,304980,Otimo
192,0.8259999752044678,6512.046703,304980,Otimo
193,1.001999855041504,7308.656619000001,304980,Otimo
194,1.0340001583099365,6588.565127999999,304980,Otimo
195,0.8449997901916504,6974.620129,304980,Otimo
196,0.9060001373291016,0.0,304980,Otimo
197,0.747999906539917,0.0,304980,Otimo
198,1.0470001697540283,7816.190567999999,304980,Otimo
199,1.065999984741211,7275.031151,304980,Otimo
200,0.8450000286102295,7261.362619000001,304980,Otimo
201,0.9859998226165771,6581.761233,304980,Otimo
202,1.0320000648498535,6890.473282,304980,Otimo
203,0.7969999313354492,0.0,304980,Otimo
204,0.875,0.0,304980,Otimo
205,1.002000093460083,7626.990179,304980,Otimo
206,0.8269999027252197,7234.293159000002,304980,Otimo
207,1.1130001544952393,7187.836719,304980,Otimo
208,1.069000005722046,7123.723533,304980,Otimo
209,0.7909998893737793,7271.486044000001,304980,Otimo
210,0.9470000267028809,0.0,304980,Otimo
211,0.7170000076293945,0.0,304980,Otimo
212,1.0369999408721924,7728.216964,304980,Otimo
213,1.0360000133514404,6309.453416,304980,Otimo
214,0.8399999141693115,7682.547238,304980,Otimo
215,1.003000020980835,6941.048942000001,304980,Otimo
216,1.0360000133514404,6890.5212360000005,304980,Otimo
217,0.6700000762939453,0.0,304980,Otimo
218,0.9260001182556152,0.0,304980,Otimo
219,0.8879997730255127,7409.029225999999,304980,Otimo
220,1.0150001049041748,7030.6331310000005,304980,Otimo
221,1.0789999961853027,7363.744795,304980,Otimo
222,0.8269999027252197,7287.278461,304980,Otimo
223,1.002000093460083,7469.950452000001,304980,Otimo
224,0.75,0.0,304980,Otimo
225,0.8919999599456787,0.0,304980,Otimo
226,1.0520000457763672,7908.082021,304980,Otimo
227,0.8429999351501465,6974.131695,304980,Otimo
228,1.0370001792907715,6997.763406000001,304980,Otimo
229,1.0489997863769531,6618.862495999999,304980,Otimo
230,0.8100001811981201,7503.270995000001,304980,Otimo
231,0.9119999408721924,0.0,304980,Otimo
232,0.7569999694824219,0.0,304980,Otimo
233,1.069000005722046,7837.651095000001,304980,Otimo
234,1.1050000190734863,7025.067274,304980,Otimo
