Dia,Tempo_de_Execucao,Solucao_otima,Status_Solucao,Gap_Relativo
1,1.2880001068115234,0.0,Otimo,0.0
2,0.14300012588500977,0.0,Otimo,0.0
3,0.1269998550415039,78.468014,Otimo,0.0
4,0.31599998474121094,144.551277,Otimo,0.0
5,0.127000093460083,248.735924,Otimo,0.0
6,0.14299988746643066,2189.2700860000004,Otimo,0.0
7,0.1100001335144043,0.0,Otimo,0.0
8,0.1269998550415039,0.0,Otimo,0.0
9,0.15900015830993652,845.059524,Otimo,0.0
10,0.30099987983703613,1274.866371,Otimo,0.0
11,0.14400005340576172,919.64137,Otimo,0.0
12,0.14800000190734863,1178.824017,Otimo,0.0
13,0.1530001163482666,5266.648446,Otimo,0.0
14,0.12599992752075195,0.0,Otimo,0.0
15,0.12199997901916504,0.0,Otimo,0.0
16,0.1789999008178711,2073.216592,Otimo,0.0
17,0.30100011825561523,2047.5437250000002,Otimo,0.0
18,0.127000093460083,1576.672046,Otimo,0.0
19,0.1419999599456787,2046.6571079999999,Otimo,0.0
20,0.1419999599456787,7157.290110000001,Otimo,0.0
21,0.1119999885559082,0.0,Otimo,0.0
22,0.1099998950958252,0.0,Otimo,0.0
23,0.1420001983642578,1510.2139280000001,Otimo,0.0
24,0.14299988746643066,2795.9802449999997,Otimo,0.0
25,0.17499995231628418,1227.151319,Otimo,0.0
26,0.315000057220459,2199.320579,Otimo,0.0
27,0.12599992752075195,7826.23385,Otimo,0.0
28,0.127000093460083,0.0,Otimo,0.0
29,0.1099998950958252,0.0,Otimo,0.0
30,0.15400004386901855,2365.530259,Otimo,0.0
31,0.11500000953674316,1230.042798,Otimo,0.0
32,0.1419999599456787,3491.5821120000005,Otimo,0.0
33,0.127000093460083,1607.897191,Otimo,0.0
34,0.1419999599456787,9115.818078,Otimo,0.0
35,0.09500002861022949,0.0,Otimo,0.0
36,0.2999999523162842,0.0,Otimo,0.0
37,0.127000093460083,1211.29436,Otimo,0.0
38,0.1419999599456787,1824.43469,Otimo,0.0
39,0.1119999885559082,3749.2689,Otimo,0.0
40,0.125,1512.461162,Otimo,0.0
41,0.1419999599456787,9079.330988000002,Otimo,0.0
42,0.11100006103515625,0.0,Otimo,0.0
43,0.11100006103515625,0.0,Otimo,0.0
44,0.12599992752075195,3305.173481,Otimo,0.0
45,0.127000093460083,1900.9604100000001,Otimo,0.0
46,0.12599992752075195,2050.2622730000003,Otimo,0.0
47,0.1419999599456787,2515.2888489999996,Otimo,0.0
48,0.31599998474121094,19576.017382,Otimo,0.0
49,0.09500002861022949,0.0,Otimo,0.0
50,0.1099998950958252,0.0,Otimo,0.0
51,0.1100001335144043,0.0,Otimo,0.0
52,0.11100006103515625,0.0,Otimo,0.0
53,0.09399986267089844,0.0,Otimo,0.0
54,0.11100006103515625,1515.546902,Otimo,0.0
55,0.1419999599456787,9625.666814000002,Otimo,0.0
56,0.10599994659423828,0.0,Otimo,0.0
57,0.11500000953674316,0.0,Otimo,0.0
58,0.127000093460083,4601.778972,Otimo,0.0
59,0.1099998950958252,1027.119132,Otimo,0.0
60,0.14800000190734863,2566.545127,Otimo,0.0
61,0.12100005149841309,2882.7108470000003,Otimo,0.0
62,0.12599992752075195,5922.567762000001,Otimo,0.0
63,0.09500002861022949,0.0,Otimo,0.0
64,0.12600016593933105,0.0,Otimo,0.0
65,0.2999999523162842,3158.853055,Otimo,0.0
66,0.11099982261657715,3725.9898120000003,Otimo,0.0
67,0.15800023078918457,2568.0928160000003,Otimo,0.0
68,0.11099982261657715,2207.043393,Otimo,0.0
69,0.1419999599456787,7098.795382000001,Otimo,0.0
70,0.11300015449523926,0.0,Otimo,0.0
71,0.10800004005432129,0.0,Otimo,0.0
72,0.1269998550415039,6003.185664,Otimo,0.0
73,0.127000093460083,966.7196030000001,Otimo,0.0
74,0.1099998950958252,2376.406742,Otimo,0.0
75,0.1419999599456787,2581.7559560000004,Otimo,0.0
76,0.127000093460083,8525.842583,Otimo,0.0
77,0.09400010108947754,0.0,Otimo,0.0
78,0.11099982261657715,0.0,Otimo,0.0
79,0.1100001335144043,1190.2130519999998,Otimo,0.0
80,0.1269998550415039,6999.545252000001,Otimo,0.0
81,0.1420001983642578,1844.8995610000002,Otimo,0.0
82,0.1099998950958252,1380.753547,Otimo,0.0
83,0.1679999828338623,10740.7865,Otimo,0.0
84,0.2590000629425049,0.0,Otimo,0.0
85,0.1099998950958252,0.0,Otimo,0.0
86,0.13300013542175293,1407.096808,Otimo,0.0
87,0.10500001907348633,1279.916762,Otimo,0.0
88,0.14299988746643066,2987.2984949999995,Otimo,0.0
89,0.12599992752075195,2598.3500530000006,Otimo,0.0
90,0.127000093460083,10317.096653,Otimo,0.0
91,0.1099998950958252,0.0,Otimo,0.0
92,0.09500002861022949,0.0,Otimo,0.0
93,0.1100001335144043,596.354805,Otimo,0.0
94,0.12599992752075195,2776.378765,Otimo,0.0
95,0.127000093460083,2244.813677,Otimo,0.0
96,0.13299989700317383,14566.676964,Otimo,0.0
97,0.10400009155273438,0.0,Otimo,0.0
98,0.1099998950958252,0.0,Otimo,0.0
99,0.09500002861022949,0.0,Otimo,0.0
100,0.12599992752075195,3789.571076,Otimo,0.0
101,0.127000093460083,3505.9765150000003,Otimo,0.0
102,0.12599992752075195,724.426366,Otimo,0.0
103,0.11400008201599121,2888.7872330000005,Otimo,0.0
104,0.13899993896484375,10070.770862,Otimo,0.0
105,0.09400010108947754,0.0,Otimo,0.0
106,0.1269998550415039,0.0,Otimo,0.0
107,0.2840001583099365,1525.069246,Otimo,0.0
108,0.1099998950958252,581.887219,Otimo,0.0
109,0.1419999599456787,2695.2429010000005,Otimo,0.0
110,0.12600016593933105,14082.588189,Otimo,0.0
111,0.11099982261657715,0.0,Otimo,0.0
112,0.09500002861022949,0.0,Otimo,0.0
113,0.11100006103515625,0.0,Otimo,0.0
114,0.12599992752075195,3920.523747,Otimo,0.0
115,0.127000093460083,1645.650264,Otimo,0.0
116,0.11100006103515625,3083.668778,Otimo,0.0
117,0.12599992752075195,1870.1415620000002,Otimo,0.0
118,0.1419999599456787,12543.900373999999,Otimo,0.0
119,0.09599995613098145,0.0,Otimo,0.0
120,0.1119999885559082,0.0,Otimo,0.0
121,0.1100001335144043,0.0,Otimo,0.0
122,0.11599993705749512,2354.412273,Otimo,0.0
123,0.1359999179840088,2716.7885910000005,Otimo,0.0
124,0.2850000858306885,1170.977105,Otimo,0.0
125,0.1099998950958252,9790.42688,Otimo,0.0
126,0.14300012588500977,0.0,Otimo,0.0
127,0.09399986267089844,0.0,Otimo,0.0
128,0.14300012588500977,1306.150292,Otimo,0.0
129,0.1099998950958252,741.5331839999999,Otimo,0.0
130,0.11100006103515625,4389.575388,Otimo,0.0
131,0.15799999237060547,3674.876417,Otimo,0.0
132,0.127000093460083,10174.805337,Otimo,0.0
133,0.1099998950958252,0.0,Otimo,0.0
134,0.09500002861022949,0.0,Otimo,0.0
135,0.12599992752075195,2959.902728,Otimo,0.0
136,0.12600016593933105,2642.979444,Otimo,0.0
137,0.12999987602233887,3785.852438000001,Otimo,0.0
138,0.10700011253356934,1696.371503,Otimo,0.0
139,0.12599992752075195,9257.167151000001,Otimo,0.0
140,0.11100006103515625,0.0,Otimo,0.0
141,0.09399986267089844,0.0,Otimo,0.0
142,0.14300012588500977,2025.693905,Otimo,0.0
143,0.28299999237060547,756.719828,Otimo,0.0
144,0.11100006103515625,3004.6926160000003,Otimo,0.0
145,0.1419999599456787,3738.1209080000003,Otimo,0.0
146,0.11100006103515625,10173.132068000003,Otimo,0.0
147,0.12599992752075195,0.0,Otimo,0.0
148,0.09500002861022949,0.0,Otimo,0.0
149,0.12599992752075195,2242.230061,Otimo,0.0
150,0.12800002098083496,3230.3639690000005,Otimo,0.0
151,0.10899996757507324,2093.949363,Otimo,0.0
152,0.127000093460083,3658.2834180000004,Otimo,0.0
153,0.1419999599456787,6885.369522000001,Otimo,0.0
154,0.11100006103515625,0.0,Otimo,0.0
155,0.1119999885559082,0.0,Otimo,0.0
156,0.125,2601.8427220000003,Otimo,0.0
157,0.12599992752075195,1351.9570199999998,Otimo,0.0
158,0.12599992752075195,3917.7377880000004,Otimo,0.0
159,0.1100001335144043,0.0,Otimo,0.0
160,0.14299988746643066,16230.875199999999,Otimo,0.0
161,0.11100006103515625,0.0,Otimo,0.0
162,0.1099998950958252,0.0,Otimo,0.0
163,0.1100001335144043,1649.825098,Otimo,0.0
164,0.11100006103515625,626.2369500000001,Otimo,0.0
165,0.12999987602233887,1878.559091,Otimo,0.0
166,0.10599994659423828,1919.215335,Otimo,0.0
167,0.15799999237060547,9883.329911000003,Otimo,0.0
168,0.26800012588500977,0.0,Otimo,0.0
169,0.09500002861022949,0.0,Otimo,0.0
170,0.1419999599456787,1936.1099590000003,Otimo,0.0
171,0.11100006103515625,3438.944686,Otimo,0.0
172,0.12599992752075195,2278.5496,Otimo,0.0
173,0.1269998550415039,1980.198121,Otimo,0.0
174,0.1100001335144043,10551.888909000001,Otimo,0.0
175,0.12599992752075195,0.0,Otimo,0.0
176,0.1119999885559082,0.0,Otimo,0.0
177,0.11100006103515625,566.870899,Otimo,0.0
178,0.11299991607666016,3387.1460420000003,Otimo,0.0
179,0.12400007247924805,2274.827752,Otimo,0.0
180,0.127000093460083,1997.9156090000001,Otimo,0.0
181,0.14899992942810059,10847.168395,Otimo,0.0
182,0.10400009155273438,0.0,Otimo,0.0
183,0.0969998836517334,0.0,Otimo,0.0
