Nome da Instância;Total de Entregas;Pico de Abastecimento (Max/Dia);Status;Custo Modelo Exato (M1);Custo Modelo Anual (M2);Custo Heurística;Gap Heurística vs M1 (%);Gap M2 vs M1 (%);Caminho da Entrada;Pasta de Saída
abastecimento_00_1500;7488;294;Sucesso;393310,42;411425,16;543278,94;38,13;4,61;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1500\abastecimento_00_1500.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1500_45\alocacao_abastecimento_00_1500
abastecimento_10wlim_1500;7567;88;Sucesso;387714,35;396971,29;517794,34;33,55;2,39;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1500\abastecimento_10wlim_1500.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1500_45\alocacao_abastecimento_10wlim_1500
abastecimento_full_1500;7852;300;Sucesso;415680,7;439679,44;586504,4;41,09;5,77;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1500\abastecimento_full_1500.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1500_45\alocacao_abastecimento_full_1500
abastecimento_limite_1500;7553;259;Sucesso;397574,34;422232,6;562525,36;41,49;6,2;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1500\abastecimento_limite_1500.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1500_45\alocacao_abastecimento_limite_1500
