Hora,Tempo_Segundos,Objective_HigherBound,Best_LowerBound,Gap_Percent,Pico_Y,Custo_Roteamento,Qtd_Entregas
6,21600.0,660692.1108320004,561779.1629153963,14.97111079350477,271,660692.1108319795,17100
9,32400.0,646298.6592810003,561779.1629153963,13.077467383211182,250,646298.659280979,16936
