Dia_Inicio,Status,Tempo,Obj,Gap,Total_Entregas,Pico_Maximo
1,TIME_LIMIT,10887.0,642490.4619429999,0.019914038978516204,12699.0,380.0
107,TIME_LIMIT,10893.53,787319.5619999995,0.019838132140480844,15490.0,714.0
213,TIME_LIMIT,10906.63,788564.9286909995,0.019767068708390068,15503.0,553.0
319,OPTIMAL,532.28,326719.55351300014,0.001983744963115106,6385.0,598.0
