Tempo_Label,Tempo_Segundos,FuncaoObjetivo,BestBound,Gap_Percent,Sum_X,Pico_Y
1min,60.0,103747.75,42844.0,58.703682730468856,43750,501
3min,180.0,103747.75,42844.0,58.703682730468856,43750,501
5min,300.0,103747.75,42844.0,58.703682730468856,43750,501
10min,600.0,103747.75,42844.0,58.703682730468856,43750,501
30min,1800.0,94804.75,42922.75,54.72510607327165,52438,441
1h,3600.0,80224.5,42983.25,46.421292747228094,53397,361
2h,7200.0,79146.5,43056.75,45.598668292343945,53531,355
3h,10800.0,79126.5,43090.5,45.542264601618925,53451,355
4h,14400.0,76100.5,43120.75,43.33710028186412,53944,338
5h,18000.0,75143.5,43163.5,42.558571266975854,53821,333
6h,21600.0,74290.5,43192.276557388715,41.8602963267326,54114,328
7h,25200.0,72545.0,43206.75,40.44145013439934,53801,319
8h,28800.0,72501.0,43216.7807180973,40.391469472011,53625,319
9h,32400.0,70530.25,43226.25,38.71246734557158,53893,308
10h,36000.0,58249.75,43236.0,25.774788732998854,54418,241
11h,39600.0,58184.5,43246.01252194248,25.674341926213202,54157,241
12h,43200.0,58124.0,43254.5,25.582375610763197,53915,241
13h,46800.0,55730.0,43266.76807552769,22.36359577332193,52490,230
14h,50400.0,55701.0,43278.275200319564,22.302516650832903,52374,230
15h,54000.0,55669.75,43281.25,22.253557811917606,52249,230
16h,57600.0,55640.5,43284.5,22.206845732874434,52132,230
17h,61200.0,55604.0,43291.25,22.143640745270122,51986,230
18h,64800.0,55573.5,43298.2627392171,22.088292550915277,51864,230
19h,68400.0,54582.75,43299.51079628224,20.671804194031566,50124,227
20h,72000.0,54582.25,43302.02169910182,20.666477290507782,50122,227
21h,75600.0,54566.0,43309.0,20.63006267639189,50057,227
22h,79200.0,54554.5,43314.75,20.602791703709137,50011,227
23h,82800.0,54537.25,43320.5,20.567135306602367,49942,227
24h,86400.0,54524.25,43325.5,20.53902621310701,49890,227
