Dia_Inicio,Status,Tempo,Obj,Gap,Total_Entregas,Pico_Maximo
1,TIME_LIMIT,10856.28,452414.0960090009,0.0168408290217109,8910.0,387.0
77,TIME_LIMIT,10866.11,584242.4599250001,0.014949390882848886,11464.0,466.0
153,TIME_LIMIT,10919.23,593021.1321669995,0.016597230085574476,11614.0,532.0
229,TIME_LIMIT,10897.99,599586.3821149996,0.0158862073018,11729.0,502.0
305,OPTIMAL,9113.42,415792.19697800046,0.0019990694669850735,8128.0,603.0
