Nome da Instância;Total de Entregas;Pico de Abastecimento (Max/Dia);Status;Custo Modelo Exato (M1);Custo Modelo Anual (M2);Custo Heurística;Gap Heurística vs M1 (%);Gap M2 vs M1 (%);Caminho da Entrada;Pasta de Saída
abastecimento_00_1250;17061;110;Sucesso;908049,42;911349,75;1213949,43;33,69;0,36;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1250\abastecimento_00_1250.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1250_45\alocacao_abastecimento_00_1250
abastecimento_10wlim_1250;17602;77;Sucesso;947455,58;976924,44;1287050,93;35,84;3,11;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1250\abastecimento_10wlim_1250.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1250_45\alocacao_abastecimento_10wlim_1250
abastecimento_full_1250;16879;402;Sucesso;939692,61;1008631,45;1335366,24;42,11;7,34;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1250\abastecimento_full_1250.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1250_45\alocacao_abastecimento_full_1250
abastecimento_limite_1250;16724;245;Sucesso;927603,07;1005734,72;1351759,92;45,73;8,42;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\entradas_1250\abastecimento_limite_1250.csv;C:\Users\lfeli\Documents\AlocacaoCarros\ModelsAndHeristics\alocacao\saidas_1250_45\alocacao_abastecimento_limite_1250
